nom sede IPS,nit IPS ,naturaleza,num digito_verificion,num nivel atencion,nom grupo capacidad ,nom descripcion capacidad ,num cantidad capacidad instalada
IPS PUENTE DEL MEDIO,900180747,Privada,9,,CAMAS,Pediátrica,8
IPS CONVENCIÓN,807008842,Pública,9,1,CAMAS,Adultos,8
E.S.E HOSPITAL UNIVERSITARIO ERASMO MEOZ,800014918,Pública,9,3,CAMAS,Cuidado Intermedio Neonatal,8
CLÍNICA SANTA ANA S.A.,890500060,Privada,7,,CAMAS,Cuidado Intensivo Adulto,8
CLINICA METROPOLITANA COMFANORTE IPS,890500516,Privada,3,,CAMAS,Obstetricia,8
CLINICA LOS ANDES LTDA.,890503532,Privada,5,,CAMAS,Adultos,8
CLINICA ESIMED LA SALLE,800215908,Privada,8,,CAMAS,Pediátrica,8
UNIDAD BASICA PUENTE BARCO LEONES,807004352,Pública,3,1,CAMAS,Adultos,8
UCI DUMIAN HOSPITAL UNIVERSITARIO ERASMO MEOZ,805027743,Privada,1,,CAMAS,Cuidado Intensivo Neonatal,8
UCI DUMIAN HOSPITAL UNIVERSITARIO ERASMO MEOZ,805027743,Privada,1,,CAMAS,Cuidado Intermedio Adulto,8
UCI DUMIAN CLINICA UNIVERSITARIA,805027743,Privada,1,,CAMAS,Cuidado Intensivo Neonatal,8
CLINICA MEDICAL DUARTE,900470642,Privada,9,,CAMAS,Cuidado Intermedio Neonatal,8
ESE HOSPITAL LOCAL MUNICIPIO DE LOS PATIOS,807004393,Pública,5,1,CAMAS,Adultos,8
CENTRO MEDICO LA SAMARITANA LTDA,807001041,Privada,4,,CAMAS,Obstetricia,8
HOSPICLINIC IPS PAMPLONA,900309444,Privada,1,,CAMAS,Cuidado Intensivo Adulto,8
SOCIEDAD CLINICA PAMPLONA LTDA,807000280,Privada,3,,CAMAS,Adultos,8
ESE HOSPITAL MARIA ANGELINES,846000678,Pública,2,2,CAMAS,Pediátrica,8
ESE HOSPITAL SAGRADO CORAZON DE JESUS,846000471,Pública,5,1,CAMAS,Pediátrica,8
ESE HOSPITAL SAGRADO CORAZON DE JESUS,846000471,Pública,5,1,CAMAS,Obstetricia,8
CLINICA SAN JORGE LA HORMIGA S.A.S,900115211,Privada,7,,CAMAS,Adultos,8
RED SALUD ARMENIA ESE UNIDAD INTERMEDIA DEL SUR,801001440,Pública,8,1,CAMAS,Obstetricia,8
CLINICA LA SAGRADA FAMILIA,890000381,Privada,0,,CAMAS,Cuidado Intensivo Adulto,8
CLINICA DEL CAFE DUMIAN MEDICAL,805027743,Privada,1,,CAMAS,Cuidado Intensivo Adulto,8
CLINICA ESIMED ARMENIA,800215908,Privada,8,,CAMAS,Obstetricia,8
EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO SAN JORGE,800231235,Pública,7,3,SALAS,Quirófano,8
UCI DUMIAN PEREIRA,805027743,Privada,1,,CAMAS,Cuidado Intensivo Adulto,8
Clinica San Rafael,900342064,Privada,3,,CAMAS,Cuidado Intermedio Adulto,8
MEGACENTRO DE ALTA COMPLEJIDAD SAN RAFAEL,900342064,Privada,3,,CAMAS,Cuidado Intermedio Adulto,8
Clínica Santa Clara LTDA,800004808,Privada,4,,CAMAS,Adultos,8
UNIDAD CLINICA LA MAGDALENA S.A.S,800038024,Privada,3,,CAMAS,Cuidado básico neonatal,8
UNIDAD CLINICA SAN NICOLAS LIMITADA,900064250,Privada,4,,CAMAS,Pediátrica,8
UNIDAD MATERNO INFANTIL SANTA TERESITA,800084206,Pública,2,1,CAMAS,Obstetricia,8
HOSPITAL UNIVERSITARIO DE SANTANDER,900006037,Pública,4,3,SALAS,Quirófano,8
CLINICA CHICAMOCHA SA,890209698,Privada,9,,CAMAS,Cuidado Intermedio Adulto,8
FUNDACION OFTALMOLOGICA DE SDER FOSCAL,890205361,Privada,4,,CAMAS,Obstetricia,8
FUNDACION OFTALMOLOGICA DE SDER FOSCAL,890205361,Privada,4,,CAMAS,Cuidado Intensivo Neonatal,8
FUNDACION FOSUNAB,900330752,Privada,0,,SALAS,Quirófano,8
Clínica Girón ESE,890203242,Pública,7,1,CAMAS,Adultos,8
ESE HOSPITAL INTEGRADO SAN VICENTE DE PAUL,890200965,Pública,1,1,CAMAS,Adultos,8
EMPRESA SOCIAL DEL ESTADO SAN ANTONIO RIONEGRO SANTANDER,890204360,Pública,2,1,CAMAS,Adultos,8
E.S.E. HOSPITAL INTEGRADO SABANA DE TORRES,800064543,Pública,4,1,CAMAS,Adultos,8
ESE HOSPITAL REGIONAL DE VELEZ,900067136,Pública,6,2,CAMAS,Pediátrica,8
EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE CAIMITO,823001943,Pública,0,1,CAMAS,Adultos,8
NEONATOLOGOS DE SUCRE LIMITADA,900056127,Privada,2,,CAMAS,Cuidado Intensivo Neonatal,8
UCI ADULTOS LAS MERCEDES DE COROZAL,900415382,Mixta,5,,CAMAS,Cuidado Intensivo Adulto,8
CLINICA SAN LUIS DE COROZAL S.A,900113613,Privada,5,,CAMAS,Cuidado Intensivo Adulto,8
ESE CENTRO DE SALUD DE GUARANDA,823003985,Pública,9,1,CAMAS,Adultos,8
EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD DE MAJAGUAL,823002044,Pública,9,1,CAMAS,Adultos,8
ESE CENTRO DE SALUD SAN ANTONIO DE PALMITO,900208755,Pública,1,1,CAMAS,Adultos,8
FUNDACION AMOR LUZ YESPERANZA,900310676,Privada,3,,CAMAS,Psiquiatría,8
INSTITUTO DE CANCEROLOGIA DE SUCRE LTDA,823002227,Privada,1,,CAMAS,Adultos,8
FUNDACION CLINICA INTEGRAL SINCELEJO,900073857,Privada,2,,CAMAS,Cuidado Intensivo Adulto,8
FUNDACION NUEVO SER,823001604,Privada,9,,CAMAS,Psiquiatría,8
HOSPITAL LOCAL SANTA CATALINA DE SENA DE SUCRE-SUCRE E.S.E.,823000281,Pública,9,1,CAMAS,Pediátrica,8
HOSPITAL LOCAL SANTA CATALINA DE SENA DE SUCRE-SUCRE E.S.E.,823000281,Pública,9,1,CAMAS,Obstetricia,8
HOSPITAL SAN ANTONIO E.S.E.,890701715,Pública,5,1,CAMAS,Adultos,8
CLINICA HONDA JAP LTDA,800152039,Privada,0,,CAMAS,Adultos,8
HOSPITAL SAN JUAN DE DIOS HONDA EMPRESA SOCIAL DEL ESTADO - (733490092601),890700666,Pública,8,2,CAMAS,Pediátrica,8
Medicina Intensiva del Tolima,809011517,Privada,8,,CAMAS,Cuidado Intermedio Adulto,8
UNIDAD DE SALUD DE IBAGUE EMPRESA SOCIAL DEL ESTADO - (730010077101),809003590,Pública,2,1,CAMAS,Obstetricia,8
CLINICA ASOTRAUMA S.A.S.,800209891,Privada,7,,CAMAS,Cuidado Intensivo Adulto,8
HOSPITAL SAN FRANCISCO EMPRESA SOCIAL DEL ESTADO,890707059,Pública,9,1,CAMAS,Pediátrica,8
HOSPITAL FEDERICO LLERAS ACOSTA E.S.E.,890706833,Pública,9,3,CAMAS,Cuidado Intensivo Pediátrico,8
HOSPITAL FEDERICO LLERAS ACOSTA E.S.E.,890706833,Pública,9,3,CAMAS,Cuidado Intermedio Adulto,8
SOCIEDAD MÉDICOQUIRÚRGICA DEL TOLIMA SOCIEDAD ANÓNIMA Y/O CLÍNICA TOLIMA S.A.,890703630,Privada,7,,CAMAS,Cuidado Intermedio Adulto,8
CLINICA ESIMED IBAGUE,800215908,Privada,8,,CAMAS,Pediátrica,8
CLINICA ESIMED IBAGUE,800215908,Privada,8,,CAMAS,Cuidado Intensivo Adulto,8
HOSPITAL REGIONAL DEL LÍBANO TOLIMA E.S.E.,890701718,Pública,7,2,CAMAS,Pediátrica,8
NUEVO HOSPITAL LA CANDELARIA - (735850109201),890701353,Pública,2,2,CAMAS,Obstetricia,8
E.S.E. HOSPITAL SAN VICENTE DE PAUL,891900438,Pública,7,1,CAMAS,Adultos,8
HOSPITAL LUIS ABLANQUE DE LA PLATA EMPRESA SOCIAL DEL ESTADO,835000972,Pública,3,1,CAMAS,Adultos,8
CLINICA AMIGA,890303208,Privada,5,,SALAS,Quirófano,8
CLINICA NUESTRA SEÑORA DE LOS REMEDIOS,890301430,Privada,5,,SALAS,Quirófano,8
CENTRO QUIRURGICO DE LA BELLEZA,800116511,Privada,3,,CAMAS,Adultos,8
FUNDACION CLINICA INFANTIL CLUB NOEL,890399020,Privada,1,,CAMAS,Cuidado Intermedio Pediátrico,8
FUNDACION VALLE DEL LILI - SEDE BETANIA,890324177,Privada,5,,CAMAS,Pediátrica,8
E.S.E. RED DE SALUD DEL NORTE EMPRESA SOCIAL DEL ESTADO HOSPITAL JOAQUIN PAZ BORRERO,805027287,Pública,4,1,CAMAS,Pediátrica,8
E.S.E. RED DE SALUD DEL CENTRO EMPRESA SOCIAL DEL ESTADO HOSPITAL PRIMITIVO IGLESIAS,805027261,Pública,3,1,CAMAS,Pediátrica,8
E.S.E. RED DE SALUD DEL CENTRO EMPRESA SOCIAL DEL ESTADO HOSPITAL PRIMITIVO IGLESIAS,805027261,Pública,3,1,CAMAS,Adultos,8
CLINICA REY DAVID,830023202,Privada,1,,CAMAS,Cuidado Intensivo Neonatal,8
UNIDAD DE SOPORTE HEMATOONCOLOGICO,805017350,Privada,8,,CAMAS,Adultos,8
CLINICA FARALLONES S.A.,800212422,Privada,7,,CAMAS,Cuidado Intensivo Pediátrico,8
CENTRO DERMATOLOGICO DE CALI Y ESPECIALIDADES QUIRURGICAS,900124603,Privada,9,,CAMAS,Adultos,8
CLINICA COMPOSTELA,800189908,Privada,6,,CAMAS,Cuidado Intensivo Adulto,8
clinica Comfenalco,900612531,Privada,0,,CAMAS,Obstetricia,8
E.S.E. HOSPITAL LOCAL CANDELARIA VALLE EMPRESA SOCIAL DEL ESTADO,891380184,Pública,9,1,CAMAS,Adultos,8
CLÍNICA UCI DEL RIO S.A.,900249053,Privada,5,,CAMAS,Cuidado Intensivo Adulto,8
CLINICA PALMIRA S.A.,891300047,Privada,6,,CAMAS,Cuidado Intensivo Adulto,8
Clinica Palma Real,900699086,Privada,8,,CAMAS,Pediátrica,8
CLINICA MARIANGEL DUMIAN MEDICAL,805027743,Privada,1,,CAMAS,Obstetricia,8
CLINICA MEDICO QUIRURGICA ALVERNIA LTDA.,800255591,Privada,8,,CAMAS,Adultos,8
COLPODIAGNOSTICO S.A.S,900713295,Privada,0,,SALAS,Procedimientos,2
E.S.E. HOSPITAL DEPÀRTAMENTAL TOMAS URIBE URIBE DE TULUA ESE EMPRESA SOCIAL DEL ESTADO,891901158,Pública,4,2,CAMAS,Cuidado Intensivo Adulto,8
CLINICA SAN FRANCISCO S.A.,800191916,Privada,1,,CAMAS,Pediátrica,8
E.S.E. HOSPITAL LA BUENA ESPERANZA,800030924,Pública,0,1,CAMAS,Adultos,8
E.S.E. HOSPITAL DEPARTAMENTAL SAN RAFAEL EMPRESA SOCIAL DEL ESTADO,891900441,Pública,1,2,CAMAS,Pediátrica,8
E.S.E. HOSPITAL DEPARTAMENTAL SAN RAFAEL EMPRESA SOCIAL DEL ESTADO,891900441,Pública,1,2,CAMAS,Obstetricia,8
FUNDACION CLINICA LETICIA,900142282,Privada,4,,CAMAS,Pediátrica,7
SEDE CLINICA APARTADO,811041637,Privada,9,,CAMAS,Pediátrica,7
EMPRESA SOCIAL DEL ESTADO HOSPITAL MARIA AUXILIADORA,890980997,Pública,0,1,CAMAS,Adultos,7
E.S.E HOSPITAL LA MERCED DE CIUDAD BOLIVAR,890907241,Pública,1,2,CAMAS,Obstetricia,7
E.S.E. HOSPITAL MANUEL URIBE ANGEL,890906347,Pública,9,3,SALAS,Quirófano,7
ESE HOSPITAL SAN JUAN DE DIOS DE ITUANGO,890980840,Pública,3,1,CAMAS,Adultos,7
SOCIEDAD MEDICA ANTIOQUEÑA S.A. SOMA,890903777,Privada,9,,CAMAS,Cuidado Intermedio Adulto,7
INVERSIONES MEDICAS DE ANTIOQUIA S.A. CLINICA LAS VEGAS,800044402,Privada,9,,CAMAS,Cuidado Intensivo Adulto,7
INSTITUTO CARDIOVASCULAR Y DE ESTUDIOS ESPECIALES LAS VEGAS,800196652,Privada,5,,CAMAS,Cuidado Intermedio Adulto,7
IPS UNIVERSITARIA SEDE PRADO,811016192,Mixta,8,,SALAS,Procedimientos,7
QUIROFANOS EL TESORO,900618986,Privada,5,,SALAS,Quirófano,7
CENTRO DE SALUD MENTAL UNIDAD PSIQUIATRICA SABANETA,811038615,Privada,6,,CAMAS,Psiquiatría,7
CLINICA CENTRAL Y CIA LTDA,890938987,Privada,1,,CAMAS,Adultos,7
HOSPITAL SAN LORENZO,900034131,Pública,8,1,CAMAS,Pediátrica,7
CLINICA LA UNIDAD S.A.S,900470437,Privada,5,,CAMAS,Adultos,7
I.P.S CLINICA SANTA ANA DE BARANOA LTDA,802001084,Privada,2,,CAMAS,Cuidado Intensivo Adulto,7
ORGANIZACIÓN CLINICA GENERAL DEL NORTE S.A,890102768,Privada,5,,CAMAS,Cuidado básico neonatal,7
CLINICA JALLER S.A.S.,802016761,Privada,6,,CAMAS,Cuidado Intensivo Adulto,7
VILLA 76 INSTITUTO DE PSICOTERAPIAS SEDE 3,800006690,Privada,1,,CAMAS,Salud Mental,7
ORGANIZACION CLINICA BONNADONA PREVENIR S.A.S.,800194798,Privada,2,,SALAS,Quirófano,7
ASOCIACION CLINICA BAUTISTA,890100271,Privada,8,,SALAS,Quirófano,7
KATZWEINGORT Y CIA LTDA CLINICA LA MERCED,800094898,Privada,1,,CAMAS,Pediátrica,7
KATZWEINGORT Y CIA LTDA CLINICA LA MERCED,800094898,Privada,1,,CAMAS,Cuidado Intensivo Neonatal,7
KATZWEINGORT Y CIA LTDA CLINICA LA MERCED,800094898,Privada,1,,CAMAS,Cuidado básico neonatal,7
IPS CLINICA DEL CARIBE,890100275,Privada,7,,CAMAS,Cuidado Intermedio Adulto,7
IPS CLINICA DEL CARIBE,890100275,Privada,7,,CAMAS,Cuidado Intensivo Adulto,7
CLINICA MURILLO - INVERCLINICAS S.A.,802020128,Privada,9,,CAMAS,Cuidado Intensivo Adulto,7
DISAMA MEDIC S.A.S.,900174577,Privada,9,,CAMAS,Cuidado Intensivo Adulto,7
Vidacoop Alta Complejidad IPS,802018505,Privada,6,,CAMAS,Cuidado Intermedio Neonatal,7
IPS UNIVERSITARIA SEDE HOSPITAL GENERAL DE BARRANQUILLA,811016192,Mixta,8,,CAMAS,Cuidado Intensivo Adulto,7
CLINICA GENERAL SAN DIEGO,900600256,Privada,8,,CAMAS,Cuidado Intensivo Neonatal,7
SAIS IPS SAS SEDE BARRANQUILLA,825003378,Privada,5,,CAMAS,Cuidado Intensivo Adulto,7
CLINICA PORTOAZUL S.A SIGLA CPA,900248882,Privada,1,,CAMAS,Cuidado Intensivo Neonatal,7
CLINICA SAN RAFAEL LTDA,802009783,Privada,9,,CAMAS,Cuidado básico neonatal,7
Hospital Universidad del Norte,890112801,Privada,3,,CAMAS,Cuidado Intermedio Neonatal,7
Hospital Universidad del Norte,890112801,Privada,3,,CAMAS,Cuidado Intensivo Adulto,7
INSTITUTO NACIONAL DE CANCEROLOGIA - EMPRESA SOCIAL DEL ESTADO,899999092,Pública,7,3,CAMAS,Transplante de progenitores hematopoyeticos,7
MEDIPORT,830073010,Privada,8,,SALAS,Quirófano,7
CLINICA NUEVA,860010783,Privada,1,,SALAS,Quirófano,7
CLINICA PARTENON,800085486,Privada,2,,SALAS,Quirófano,7
CLINICA PALERMO,860006745,Privada,6,,CAMAS,Cuidado básico neonatal,7
FUNDACION CARDIO INFANTIL INSTITUTO DE CARDIOLOGIA,860035992,Privada,2,,CAMAS,Cuidado Intensivo Neonatal,7
CENTRO POLICLINICO DEL OLAYA,800149453,Privada,6,,CAMAS,Cuidado Intensivo Neonatal,7
CLINICA UNIVERSITARIA COLOMBIA,800149384,Privada,6,,CAMAS,Cuidado Intensivo Neonatal,7
EMPRESA SOCIAL DEL ESTADO HOSPITAL UNIVERSITARIO DE LA SAMARITANA,899999032,Pública,5,3,CAMAS,Cuidado Intensivo Neonatal,7
HOSPITAL UNIVERSITARIO SAN IGNACIO,860015536,Privada,1,,CAMAS,Psiquiatría,7
HOSPITAL UNIVERSITARIO SAN IGNACIO,860015536,Privada,1,,CAMAS,Transplante de progenitores hematopoyeticos,7
CLINICA FEDERMAN,860066191,Privada,2,,CAMAS,Cuidado Intensivo Neonatal,7
HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,900098476,Privada,8,,CAMAS,Cuidado Intensivo Pediátrico,7
HOSPITAL MILITAR CENTRAL,830040256,Pública,0,3,CAMAS,Cuidado Intermedio Adulto,7
HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,900210981,Privada,6,,CAMAS,Cuidado Intensivo Adulto,7
IPS HOSPITAL ORTOPEDICO SAS,900412444,Privada,1,,CAMAS,Cuidado Intensivo Adulto,7
ADMINISTRADORA CLINICA LA COLINA SAS,900582598,Privada,3,,CAMAS,Cuidado Intensivo Adulto,7
HOSPITAL UNIVERSITARIO NACIONAL DE COLOMBIA,900578105,Privada,0,,SALAS,Quirófano,7
UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,900959051,Pública,7,3,CAMAS,Cuidado Intensivo Pediátrico,7
UNIDAD DE SERVICIOS DE SALUD SANTA CLARA,900959051,Pública,7,3,SALAS,Quirófano,7
UNIDAD DE SERVICIOS DE SALUD SIMÓN BOLÍVAR,900971006,Pública,4,3,CAMAS,Cuidado Intensivo Adulto,7
UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO,900971006,Pública,4,3,CAMAS,Cuidado Intensivo Neonatal,7
UNIDAD DE SERVICIOS DE SALUD CENTRO DE SERVICIOS ESPECIALIZADO,900971006,Pública,4,3,CAMAS,Cuidado Intermedio Adulto,7
UNIDAD DE SERVICIOS DE SALUD VERBENAL,900971006,Pública,4,3,CAMAS,Adultos,7
UNIDAD DE SERVICIOS DE SALUD MEISSEN,900958564,Pública,9,3,SALAS,Quirófano,7
CENTROMEDICO CRECER LTDA,806004548,Privada,6,,CAMAS,Pediátrica,7
"Congregación de Hermanas Franciscanas Misioneras de Maria Auxiliadora, Provincia María Auxiliadora",860028947,Privada,1,,CAMAS,Pediátrica,7
"Congregación de Hermanas Franciscanas Misioneras de Maria Auxiliadora, Provincia María Auxiliadora",860028947,Privada,1,,CAMAS,Cuidado Intensivo Pediátrico,7
CLINICA LA ERMITA DE CARTAGENA,830509497,Privada,4,,CAMAS,Cuidado Intermedio Neonatal,7
CLINICA LA ERMITA DE CARTAGENA,830509497,Privada,4,,CAMAS,Cuidado Intermedio Adulto,7
CLÍNICA DE FRACTURAS Y MEDICINA LABORAL SAS FRAMEDIC SAS,900725987,Privada,0,,CAMAS,Adultos,7
E.S.E HOSPITAL SAN ANTONIO DE PADUA,900196366,Pública,6,2,CAMAS,Obstetricia,7
CLÍNICA VALLE DEL SOL S.A,900103377,Privada,9,,CAMAS,Cuidado Intensivo Adulto,7
CALMEDICAS,900571887,Privada,1,,CAMAS,Cuidado Intensivo Adulto,7
IPS ESIMED TUNJA,800215908,Privada,8,,CAMAS,Cuidado Intensivo Adulto,7
CLINICA DE FRACTURAS VITA LTDA,900171988,Privada,9,,CAMAS,Adultos,7
CLINICA SAN CAYETANO,800044967,Pública,8,1,CAMAS,Adultos,7
HOSPITAL SAN ANTONIO,810001392,Pública,5,1,CAMAS,Adultos,7
HOSPITAL LOCAL SAN JUAN DE DIOS ESE,890801719,Pública,3,1,CAMAS,Adultos,7
HOSPITAL DEPARTAMENTAL HOSPITAL MARIA INMACULADA ESE,891180098,Pública,5,2,CAMAS,Cuidado Intensivo Neonatal,7
SALUDCOOP CLÍNICA SANTA ISABEL LTDA.,813009143,Privada,5,,CAMAS,Pediátrica,7
CLINICA MEDILASER S.A. FLORENCIA,813001952,Privada,0,,CAMAS,Cuidado Intensivo Neonatal,7
EMPRESA SOCIAL DEL ESTADO HOSPITAL COMUNAL LAS MALVINAS,828000386,Pública,1,1,CAMAS,Pediátrica,7
CENTRO DE SALUD VALPARAISO,900211468,Pública,3,1,CAMAS,Adultos,7
CLÍNICA MEDICENTER FICUBO SAS,900685235,Privada,8,,CAMAS,Cuidado Intensivo Adulto,7
EMPRESA SOCIAL DEL ESTADO HOSPITAL DE EL TAMBO CAUCA,891501104,Pública,0,1,CAMAS,Adultos,7
E.S.E. HOSPITAL NIVEL I EL BORDO,891500736,Pública,0,1,CAMAS,Adultos,7
HOSPITAL UNIVERSITARIO SAN JOSE DE POPAYAN EMPRESA SOCIAL DEL ESTADO,891580002,Pública,5,3,CAMAS,Unidad de Quemados Pediátrico,7
HOSPITAL TORIBIO MAYA,900145579,Pública,1,1,CAMAS,Adultos,7
CLINICA ESIMED POPAYAN,800215908,Privada,8,,CAMAS,Pediátrica,7
HOSPITAL LOCAL DE AGUACHICA,824000785,Pública,2,1,CAMAS,Obstetricia,7
CLINICA MEDICA DE AGUACHICA LTDA,900008376,Privada,5,,CAMAS,Pediátrica,7
CLINICA CODAZZI,900345765,Privada,1,,CAMAS,Adultos,7
CLINICA REGIONAL DE ESPECIALISTAS SINAIS VITAIS SAS,900498069,Privada,1,,CAMAS,Obstetricia,7
Hospital Regional San andres ESE,892300175,Pública,4,2,CAMAS,Obstetricia,7
HOSPITAL HELI MORENO BLANCO E.S.E,800026173,Pública,0,1,CAMAS,Adultos,7
DUSAKAWI IPS,824002362,Privada,1,,CAMAS,Obstetricia,7
CLINICA ERASMO LTDA,824001252,Privada,3,,CAMAS,Cuidado Intensivo Adulto,7
CLINICA DEL CESAR S.A.,892300979,Privada,9,,CAMAS,Cuidado Intermedio Neonatal,7
HOSPITAL ROSARIO PUMAREJO DE LOPEZ,892399994,Pública,5,2,CAMAS,Cuidado Intermedio Neonatal,7
HOSPITAL ROSARIO PUMAREJO DE LOPEZ,892399994,Pública,5,2,SALAS,Quirófano,7
UNIDAD MEDICA MARIA CONCEPCION IPS LTDA,900207856,Privada,2,,CAMAS,Adultos,7
ESE. HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA,818001019,Pública,1,1,CAMAS,Pediátrica,7
HOSPITAL SAN JORGE,812001219,Pública,6,1,CAMAS,Pediátrica,7
HOSPITAL SAN JORGE,812001219,Pública,6,1,CAMAS,Obstetricia,7
FUNDACION AMIGOS DE LA SALUD,812005522,Privada,1,,CAMAS,Cuidado Intermedio Neonatal,7
FUNDACION AMIGOS DE LA SALUD,812005522,Privada,1,,CAMAS,Cuidado Intensivo Pediátrico,7
CLINICA CENTRAL O.H.L. LTDA,900082202,Privada,7,,CAMAS,Obstetricia,7
CINICA SAHAGUN IPS S.A,812000527,Privada,5,,CAMAS,Adultos,7
CINICA SAHAGUN IPS S.A,812000527,Privada,5,,CAMAS,Obstetricia,7
EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,899999151,Pública,3,2,CAMAS,Cuidado básico neonatal,7
SOCIEDAD MEDICO QUIRURGICA NUESTRA SEÑORA DE BELEN DE FUSAGASUGA LIMITADA,800174851,Privada,1,,CAMAS,Cuidado Intensivo Adulto,7
E.S.E HOSPITAL SAN ANTONIO DE GUATAVITA,860035447,Pública,1,1,CAMAS,Adultos,7
ESE HOSPITAL NUESTRA SEÑORA DEL CARMEN DE TABIO - (257850006001),899999164,Pública,9,1,CAMAS,Adultos,7
EMPRESA SOCIAL DEL ESTADO HOSPITAL SANTA ROSA DE TENJO,860037592,Pública,9,1,CAMAS,Adultos,7
CENTRO DE SALUD SAN ANTONIO - (258850003409),899999165,Pública,6,1,CAMAS,Adultos,7
MEINTEGRAL ZIPAQUIRA,900181419,Privada,2,,CAMAS,Cuidado Intensivo Adulto,7
HOSPITAL DE PRIMER NIVEL EL RETORNO,822006051,Pública,5,1,CAMAS,Adultos,7
E.S.E. MARIA AUXILIADORA DE GARZON,813002940,Pública,7,1,CAMAS,Obstetricia,7
CLINICA MEDILASER S.A.,813001952,Privada,0,,CAMAS,Cuidado Intermedio Neonatal,7
CLINICA MEDILASER S.A.,813001952,Privada,0,,SALAS,Quirófano,7
SOCIEDAD CLINICA EMCOSALUD S.A.,813005431,Privada,3,,CAMAS,Cuidado básico neonatal,7
E.S.E. HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PITALITO,891180134,Pública,2,2,SALAS,Procedimientos,7
E.S.E. HOSPITAL ARSENIO REPIZO VANEGAS DE SAN AGUSTIN,891180113,Pública,8,1,CAMAS,Adultos,7
GYO MEDICALIPS SAS SUCURSAL MAICAO,900386591,Privada,2,,CAMAS,Cuidado Intermedio Neonatal,7
GYO MEDICALIPS SAS SUCURSAL MAICAO,900386591,Privada,2,,CAMAS,Cuidado Intensivo Neonatal,7
GYO MEDICAL IPS - RIOHACHA,900386591,Privada,2,,CAMAS,Cuidado Intensivo Neonatal,7
GYO MEDICAL IPS S.A.S. - SUCURSAL SAN JUAN,900386591,Privada,2,,CAMAS,Cuidado Intensivo Neonatal,7
GYO MEDICAL IPS S.A.S. - SUCURSAL SAN JUAN,900386591,Privada,2,,CAMAS,Cuidado Intensivo Adulto,7
CLINICA SAN JUAN BAUTISTA S.A.S.,900272582,Privada,6,,CAMAS,Obstetricia,7
FUNDACION POLICLINICA CIENAGA,800201726,Privada,3,,CAMAS,Cuidado básico neonatal,7
CLINICA EL AMPARO LTDA,800190798,Privada,4,,CAMAS,Obstetricia,7
EMPRESA SOCIAL DEL ESTADO HOSPITAL NUESTRA SEÑORA DEL CARMEN,819002534,Pública,1,1,CAMAS,Adultos,7
CLINICA DE LA MUJER S.A.,819000364,Privada,7,,CAMAS,Cuidado Intermedio Neonatal,7
COMPAÑÍA COLOMBIANA DE SALUD COLSALUD S.A.,819002176,Privada,8,,CAMAS,Cuidado Intermedio Neonatal,7
SOCIEDAD MEDICA DE SANTA MARTA LTDA. CLINICA EL PRADO,891701664,Privada,1,,CAMAS,Cuidado Intensivo Adulto,7
HOSPITAL UNIVERSITARIO FERNANDO TROCONIS,891780185,Pública,2,3,CAMAS,Farmacodependencia,7
FUNDACION CARDIOVASCULAR DE COLOMBIA - INSTITUTO DEL CORAZÓN SANTA MARTA,890212568,Privada,0,,CAMAS,Cuidado Intermedio Adulto,7
CLINICA BENEDICTO S.A,900099151,Privada,4,,CAMAS,Cuidado básico neonatal,7
CENTROS HOSPITALARIOS DEL CARIBE S.A.S.,900520510,Privada,0,,CAMAS,Cuidado Intensivo Adulto,7
CLINICA ESIMED SANTA MARTA,800215908,Privada,8,,CAMAS,Cuidado Intensivo Adulto,7
HOSPITAL DE CASTILLA LA NUEVA ESE,900004059,Pública,7,1,CAMAS,Adultos,7
CENTRO DE ATENCION LA MACARENA,822006595,Pública,1,1,CAMAS,Adultos,7
CENTRO DE ATENCION LEJANIAS,822006595,Pública,1,1,CAMAS,Adultos,7
CENTRO DE ATENCION PUERTO GAITAN,822006595,Pública,1,1,CAMAS,Obstetricia,7
HOSPITAL LOCAL DE PUERTO LOPEZ ESE,800037979,Pública,7,1,CAMAS,Adultos,7
CENTRO DE ATENCION RESTREPO,822006595,Pública,1,1,CAMAS,Adultos,7
CENTRO DE SALUD ESPERANZA,822002459,Pública,8,1,CAMAS,Adultos,7
CLÍNICA CARDIOVASCULAR,900148265,Privada,6,,CAMAS,Cuidado Intensivo Adulto,7
CENTRO DE ATENCION VISTA HERMOSA,822006595,Pública,1,1,CAMAS,Pediátrica,7
HOSPITAL INFANTIL LOS ANGELES,891200240,Privada,2,,CAMAS,Cuidado Intensivo Pediátrico,7
SALUDCOOP CLINICA LOS ANDES S.A.,814003898,Privada,3,,CAMAS,Pediátrica,7
