OBJECTID,Object_ID,Código de Habilitación,Código del Prestador,Nombre de la IPS,Dirección,Número Identificación Tributaria,Número de Fax,Clase de Prestador,Clase de Persona,Naturaleza Jurídica,Número de Teléfono,Correo Electrónico,coord_x,coord_y
1406,1406,110012041401,1100120414,CLINICA SANTA TERESITA DEL NIÑO JESUS S.A.,KR 96 C # 21 A 43,900211668,4224994,Instituciones - IPS,Juridica,Privada,2679173,clinicastateresitadelninojesus@gmail.com,,
1409,1409,110012043601,1100120436,AVAMED DIAGNOSTICO MEDICO S.A.S / SIGLA: AVAMED S.A.S,AVENIDA CARRERA 72 NO. 50 - 37,900278247,Sin Dato,Instituciones - IPS,Juridica,Privada,3076929 3076920,"kolejua@yahoo.es,direccion.calidad.avamed@gmail.com,gerencia@avamedsalud.com",,
1414,1414,110012048401,1100120484,SUPLIMED HOSPITALARIO BOGOTA,KR 63 # 100 27,811031144,2266085,Instituciones - IPS,Juridica,Privada,6139651,suplimedbogota@telmex.net.co,,
1415,1415,110012049101,1100120491,Oralimagex Radiologia Digital,KR 14 # 78 44 PISO 2,900294802,Sin Dato,Instituciones - IPS,Juridica,Privada,7429394,viktoramado@hotmail.com,,
1416,1416,110012050101,1100120501,BMGC BOGOTA,KR 10 # 97 A 13 OF 303 TO A,900291373,Sin Dato,Instituciones - IPS,Juridica,Privada,7446444,jsaffon@bostonmedical.com.co,,
1417,1417,110012050601,1100120506,CENTRO OFTALMOLOGICO MICROCIRUGIA DEL OJO SAS,"CL 93 B #16 66 CS 102,103,106,107,108",900294949,6221076,Instituciones - IPS,Juridica,Privada,6221086,dimleq@hotmail.com,,
1418,1418,110012051901,1100120519,GASTROPED & DERMATOSOLUCIONES LTDA,CL 90 # 19 A 49 CS 501,900311921,6105234,Instituciones - IPS,Juridica,Privada,6017731,gastropedyds@gmail.com,,
1419,1419,110012052501,1100120525,RIO SUR S A,AC 26 #103 08 EN 1 IN 20 A,800149580,4139857,Instituciones - IPS,Juridica,Privada,4139857,riosurusa@yahoo.es,,
1420,1420,110012039401,1100120394,FUNDACION SALUD DE LOS ANDES,CLL 44 No.58-05,830113789,7461212 Ext 850,Instituciones - IPS,Juridica,Privada,7461212,gerencia@saluddelosandes.com,,
1421,1421,110012053601,1100120536,ESCANDON DENTAL CLINIC,KR 75 # 24 D 54,900264975,Sin Dato,Instituciones - IPS,Juridica,Privada,4105376,escandondentalc@hotamail.com,,
1422,1422,110012053801,1100120538,AVENIR CIA LTDA,Cl 50 Nº 8-24 CS 305,830062617,571-3498512,Instituciones - IPS,Juridica,Privada,571-3498510,martaluz@avenirsalud.com,,
1428,1428,110012059801,1100120598,Profesionales en Servicios Integrales de Salud SAS,CRA 9 N° 53-58 OFICINA 311,900312960,3157661898,Instituciones - IPS,Juridica,Privada,3213303736,psisltda@gmail.com,,
1429,1429,110010240421,1100102404,IDIME S.A COMPENSAR 26,AC 26 No.66A-48 PISO 2-3 Torre C,800065396,4205088,Instituciones - IPS,Juridica,Privada,4205088,contabilidad@idime.com.co,,
1435,1435,110012067901,1100120679,CARDIO COLOMBIA SEDE 1,Carrera 46 No. 95-56,900109669,Sin Dato,Instituciones - IPS,Juridica,Privada,6497700,cardiocolombialtda@gmail.com,,
1437,1437,110012068001,1100120680,CENTRO DE ESPECIALISTAS MEDICOS AXA COLPATRIA,Calle 90 No. 16-43,900285393,2 133746,Instituciones - IPS,Juridica,Privada,2 133754,gabriel.sanabria@ui.colpatria.com,,
1439,1439,110012069401,1100120694,FISIOPLUS SAS,CL 23 66 46 IN 4 CN 419-824- 825,900319481,Sin Dato,Instituciones - IPS,Juridica,Privada,5747767,FISIOPLUS@telecom.com.co,,
1441,1441,110010793902,1100107939,CENTRO ADMINISTRATIVO Y ASISTENCIAL CM,CRA. 19C No. 91-08,800117564,2189115,Instituciones - IPS,Juridica,Privada,6161799 EXT. 116,sdirmedica@clinicadelamujer.com.co,,
1444,1444,110010624302,1100106243,LABORATORIO CLINICO DE DIAGNOSTICO ANA MARIA VOLLERT LTDA,CARRERA 13 # 48 - 63 SOTANO ZONA 1,830002464,3436600,Instituciones - IPS,Juridica,Privada,343660 ext 6126-6127,laboratorioclinicounimarly@gmail.com,,
1449,1449,110012075301,1100120753,BHM IPS S.A.,KR 49 B # 91 34,900247190,Sin Dato,Instituciones - IPS,Juridica,Privada,5188434-3015997382,bhmips@bhmips.com,,
1450,1450,110012075401,1100120754,Cirugia Estetica S.A.S.,Autopista Norte Nº 106-30 Con 601-602,900071884,5239522,Instituciones - IPS,Juridica,Privada,5239262 6270111 52392522,j-diaz@plastiestetica.com,,
1453,1453,110012077501,1100120775,UNDACION FUNCION FUTURO SANCTI SPIRITU INTELIGENCIA ESPIRITUAL IPS CAD,KR 13 # 102-28 INT 1,900324720,Sin Dato,Instituciones - IPS,Juridica,Privada,6278006,funcionfuturo@hotmail.com,,
1454,1454,110012078201,1100120782,UNIDAD DE IMÁGENES AVANZADAS S.A.S,AK 45 # 104 60 - Int 1,900320100,2142920,Instituciones - IPS,Juridica,Privada,6002555,sfiguero@colsanitas.com,,
1455,1455,110010952317,1100109523,VIRREY SOLIS IPS.S.A. CALLE 98,KR 49 No 98 A 28,800003765,4473535 EXT 318,Instituciones - IPS,Juridica,Privada,"4473535 EXT 248, 246","garantiacalidadvs@virreysolisips.com.co, calidad@virreysolisips.com.co",,
1456,1456,110012078701,1100120787,CLINICA GENERAL DE LA 100 SAS Y PODRA ANUNCIARSE CON LAS SIGLAS CLINI100 SAS,KR 53 # 100 50,900328772,6382888,Instituciones - IPS,Juridica,Privada,6382888 Ext 137-146,dirgeneral100@ocgn.com.cogerenciacien@ocgn.com.co,,
1460,1460,110010733534,1100107335,CAJA DE COMPENSACION FAMILIAR COMPENSAR UNIDAD DE SERVICIOS DE SALUD EAAAB USAQUEN,CL 110 N. 9 - 80,860066942,Sin Dato,Instituciones - IPS,Juridica,Privada,57 1 4285088,abarragan@compensar.com,,
1463,1463,110012083001,1100120830,VICTORIA UNIDAD DE CIRUGIA PLASTICA AVANZADA S.A.S,KR 8 # 49 25 OF 101,900280516,Sin Dato,Instituciones - IPS,Juridica,Privada,4763410,sevillanodmanuel@yahoo.com,,
1465,1465,110010426106,1100104261,IECO IMAGENES DIAGNOSTICAS CLINICA COLOMBIA,CALLE 23 No. 66-46 IN 4 CS 510,830017652,2169011,Instituciones - IPS,Juridica,Privada,3242834,iecood@yahoo.com,,
1468,1468,110011773804,1100117738,PREVITEST TERMINAL,terminal de transportes modulo amarillo diagonal 23# 69-55 locales 2 - 202 y 2-203,900160308,7033013,Instituciones - IPS,Juridica,Privada,7033013,PREVITEST@GMAIL.COM,,
1472,1472,110011507009,1100115070,OFTALMOHELP APOYO DIAGNOSTICO OFTALMOLOGICO,CR. 50 No 95-94,900033752,2148728,Instituciones - IPS,Juridica,Privada,6170032,directoradministativo@univerplus.com,,
1477,1477,110010952318,1100109523,VIRREY SOLIS IPS.S.A. CASTELLANA,AK 45 No. 93-69/63/53/79,800003765,4473535 EXT 318,Instituciones - IPS,Juridica,Privada,"4473535 EXT 248, 246","garantiacalidadvs@virreysolisips.com.co, calidad@virreysolisips.com.co",,
1479,1479,110010952320,1100109523,VIRREY SOLIS IPS.S.A SAN JOSE INFANTIL,KR 52 N° 67 A 71 Zona 18,800003765,4473535 EXT 318,Instituciones - IPS,Juridica,Privada,"4473535 EXT 248, 246",garantiacalidadvs@virreysolisips.com.co; calidad@virreysolisips.com.co,,
1483,1483,110012093001,1100120930,DIAGNOSTICO ESPECIALIZADO POR CITOMETRIA DE FLUJO S.A.S.,CL 71 # 11 10 OF 201,900340741,Sin Dato,Instituciones - IPS,Juridica,Privada,3125272149,citometriamlb@outlook.com,,
1484,1484,110012093101,1100120931,FUNDACION DIME COLOMBIA IPS,CL 93B # 18-84 consultorio 204-5,900339818,Sin Dato,Instituciones - IPS,Juridica,Privada,3118051205 - 4727950,informacion@dimecolombia.org,,
1485,1485,110012093501,1100120935,Neumo Investigaciones SAS,calle 50 N° 7 - 36 piso 3,900207093,3481017,Instituciones - IPS,Juridica,Privada,2172854,neumoinvestigaciones@hotmail.com,,
1486,1486,110012093701,1100120937,WORLD MEDICAL CENTER,CLL 98 # 9A-46 PISO 2 Y 7,900341876,6369725,Instituciones - IPS,Juridica,Privada,6369722,orcamoni1@hotmail.com,,
1487,1487,110012094601,1100120946,Cirurobotica Marly Litomedica S.A.,Cra 13 No 49 - 40 Cons 620,900314312,2883109 Ext 102,Instituciones - IPS,Juridica,Privada,6005371 - 2883109 Ext 120,info@cirurobotica.com,,
1490,1490,110012096501,1100120965,IDEARG S.A.S.,AK 20 # 83 67,900335508,6232989,Instituciones - IPS,Juridica,Privada,3102210924-8059697,idearg.sas@gmail.com,,
1491,1491,110011769916,1100117699,ODONTOFAMILY CIUDAD ROMA II,CARRERA 80 N 55-60 SUR,900160430,7773710,Instituciones - IPS,Juridica,Privada,7821244,oficentral@clinicasodontofamily.com,,
1495,1495,110012101001,1100121010,H &H LAB LABORATORIO DE REFERENCIA EN HEMOSTASIA Y HEMATOLOGIA SAS,CRA 16 N 80- 77 CONSULTORIO 208-209,900339257,2960564,Instituciones - IPS,Juridica,Privada,2960563/64,HYHLABSAS@GMAIL.COM,,
1500,1500,110012105301,1100121053,ODORTOESTETICA CIUDAD SALITRE SAS,Av. El Dorado No. 68c 61 local 116,900311338,4275019,Instituciones - IPS,Juridica,Privada,4275020,javiergarcia@odortoestetica.com,,
1502,1502,110012107001,1100121070,LIGA COLOMBIANA CONTRA EL CANCER,Carrera 12 A Nº 77 - 34,860006560,7441780 Ext: 511,Instituciones - IPS,Juridica,Privada,7441780 - 313954584,presidencia@ligacancercolombia.org,,
1503,1503,110010061602,1100100616,GUTMEDICA DALI,"CL 97 # 23 37 CONS 315, 301 Y 201",830027806,6427200,Instituciones - IPS,Juridica,Privada,6427200,abonilla@gutmedica.com,,
1505,1505,110012109801,1100121098,LADENT I.P.S S.A.S,CARRERA 50 NO 21- 41 LC 206,900352341,Sin Dato,Instituciones - IPS,Juridica,Privada,5-74-47-92 7-04-44-10,LADENTGERENCIA@HOTMAIL.COM,,
1506,1506,110012110001,1100121100,SAC SALUD LTDA,KR 25 N 45 -05 CS 101,900205446,2252649,Instituciones - IPS,Juridica,Privada,2252649,sacsaludltda@hotmail.com,,
1512,1512,110011792903,1100117929,ANDAR BARRIOS UNIDOS,CARRERA 30 NUMERO 63F-29,900123162,Sin Dato,Instituciones - IPS,Juridica,Privada,2225628,ca_andar@hotmail.com,,
1514,1514,110012114401,1100121144,cardioexel S.A,CRA 16 N° 82 - 57 CS 202-1,830089752,5300470,Instituciones - IPS,Juridica,Privada,5300470 extension 1225 - 3118186900,jflcas38@gmail.com,,
1515,1515,110012117201,1100121172,SERVICIOS MEDICOS M S LTDA,CR 13 Nº 49-40 OF 532,860353462,3205175,Instituciones - IPS,Juridica,Privada,2326120 - 3205175 - 3436600 EXT 1529,mmunozc@etb.net.co,,
1516,1516,110012118101,1100121181,EXAMEDICA MEDICINA GENERAL Y SALUD OCUPACIONAL,CRA 105 NO 22J-05,800098835,4130770,Instituciones - IPS,Juridica,Privada,4155524,examedicasencs@hotmail.com,,
1523,1523,110012121701,1100121217,UNIDAD DE DIAGNOSTICO ECOGRAFICO FONTIBON I P S SOCIEDAD LIMITADA SU SIGLA ES UDEF I P S LTDA,Kra 99 N. 16 j Bis 31 segundo piso,900181148,2675111,Instituciones - IPS,Juridica,Privada,4185063,unidaddediagnostico2@hotmail.com,,
1525,1525,110012123801,1100121238,BIENESTAR IPS S.A.S. CHAPINERO,Carrera 14 A No. 68 - 31,800223206,3176380793,Instituciones - IPS,Juridica,Privada,4873434- 3176415695,"directormedicobta@cecam-ips.com, codontologiaaliansabta@cecam-ips.com",,
1528,1528,110012125501,1100121255,ASISTIRTE SAS,CALLE 45B N° 22-20,900359103,7029752,Instituciones - IPS,Juridica,Privada,7029752,asistirte.sas@gmail.com,,
1531,1531,110012126401,1100121264,CELAGEM,Calle 90 No 19A - 49 OFICINA 902,900306609,3000025,Instituciones - IPS,Juridica,Privada,3000024 -,administracion@celagem.com,,
1533,1533,110012131001,1100121310,GASES INDUSTRIALES DE COLOMBIA S.A.CRYOGAS S.A,KR 69 # 13 91,860013704,4122181,Instituciones - IPS,Juridica,Privada,4121977,guillermo.acosta@cryogas.com.co,,
1538,1538,110012132301,1100121323,MEDICARTE AGENCIA BOGOTÁ,CL 83 # 16 A 44 LC 402 604 602,900219866,Sin Dato,Instituciones - IPS,Juridica,Privada,7456670,oarandia@medicarte.com.co,,
1540,1540,110010571111,1100105711,UPREC COLCAN,Aut Norte No.103-13 CS 401,800066001,744 75 55 ext. 2325/2329,Instituciones - IPS,Juridica,Privada,742 01 66 Ext.2112,info@laboratoriocolcan.com,,
1541,1541,110012134001,1100121340,AUDIFONOS ALCIRA RAMIREZ SAS,CL. 63 # 11-45 OF. 209 y 213,900232301,3450256,Instituciones - IPS,Juridica,Privada,2550054,ventas@audifonosalcira.com,,
1546,1546,110012136501,1100121365,ODONTOCHICO FONTIBON SAS,CALLE 24 A BIS NO. 100-06,900369388,Sin Dato,Instituciones - IPS,Juridica,Privada,4220439 - 4187665,odontochico@medichico.com,,
1552,1552,110012138401,1100121384,MEDICINA ESTETICA Y ANTIEDAD MB S A S,CARRERA 11 A No 93 - 52 CS 301,900324506,6019393,Instituciones - IPS,Juridica,Privada,6019393,mariabmon@hotmail.com,,
1553,1553,110012139001,1100121390,UNIDAD MÉDICA ONCOLÓGICA S.A.S.,"AK 45 NO. 106 30 CONS 610, 611, 612, 617",900353107,Sin Dato,Instituciones - IPS,Juridica,Privada,315 894 4271 - 315 894 4673 - 801 1857,unidadmedicaoncologica@gmail.com,,
1556,1556,110011917606,1100119176,MED PLUS AMBULANCIAS,CR 66 No 107 - 40,900178724,5938111,Instituciones - IPS,Juridica,Privada,8056098,grupomedplus@medplus.com.co,,
1561,1561,110012143401,1100121434,RENE RODRIGUEZ MEDICAL SAS,CL 110 # 9 25 CS 705,900347752,6057070,Instituciones - IPS,Juridica,Privada,6057070,info@renerodriguezmd.com,,
1562,1562,110012143501,1100121435,NEXUS GROUP SAS,KR 14 A # 112 79,900167158,7427358,Instituciones - IPS,Juridica,Privada,7427358-3204084296 - 3182817653,viviana.valderrama@camiloprieto.com,,
1564,1564,110012144701,1100121447,San Felipe,Carrera 80 A N° 24D-21,900280954,2956600,Instituciones - IPS,Juridica,Privada,2956600,fundalaslibertad@yahoo.es,,
1565,1565,110010602430,1100106024,DINAMICA IPS CENTRAL DE PROCESAMIENTO,CR 29 A No 72-40,800225057,Sin Dato,Instituciones - IPS,Juridica,Privada,3293538,sandcego@dinamicaips.com.co,,
1568,1568,110011284824,1100112848,LABORATORIO MEDICO ECHAVARRIA SEDE LA CASTELLANA,KR 50 # 96 - 97,890906793,Sin Dato,Instituciones - IPS,Juridica,Privada,5332035 - 5330443,gescalidad@labechavarria.com,,
1569,1569,110012149901,1100121499,Insight Psicologia IPS SAS,CRA 13A NO. 78 38 OF. 201,900347276,5301400,Instituciones - IPS,Juridica,Privada,5301400,info@insightpsicologia.net,,
1570,1570,110010559719,1100105597,"Laboratorio Clínico CAFAM, Central de Procesamiento",Carrera 16 Nº 52-35,860013570,Sin Dato,Instituciones - IPS,Juridica,Privada,3105111 Ext 4275-4152,calidadsalud@cafam.com.co,,
1571,1571,110012150701,1100121507,DENTO ANALISIS 3D SAS,Calle 97 # 23 - 37 cs 519,900376054,Sin Dato,Instituciones - IPS,Juridica,Privada,7046064-3134021857,gerencia@dentoanalisis3d.com,,
1577,1577,110012156401,1100121564,Medicentro Familiar IPS SAS,Calle 20 No. 98-62,900385628,Sin Dato,Instituciones - IPS,Juridica,Privada,2673050,airomeromd@yahoo.es,,
1580,1580,110011067718,1100110677,DENTISALUD,CR 69 B No. 23C-76 L-12,830010671,7459010,Instituciones - IPS,Juridica,Privada,4260960,servicio.cliente@dentisalud.com.co,,
1584,1584,110010548020,1100105480,SEDE 104 CON AUTOPISTA,KR 45 No. 104A-67,800233471,6029911,Instituciones - IPS,Juridica,Privada,2367322,info@servioftalmos.com,,
1585,1585,110012154601,1100121546,MONTEALEGRE MARTINEZ SALUD OCUPACIONAL LTDA SIGLA MM SALUD OCUPACIONAL LTDA,CRA 71 B Nº 49 - 50,900266781,Sin Dato,Instituciones - IPS,Juridica,Privada,2950153,mmsaludocupacional@hotmail.com,,
1588,1588,110012159401,1100121594,IPS CENTRO INTERNACIONAL DE ESPECIALISTAS S.A.S,CRA 49 NO 91-25,900369223,6180558,Instituciones - IPS,Juridica,Privada,6180522,info@ipscines.com,,
1591,1591,110011773806,1100117738,PREVITEST CARRERA 30,AVENIDA QUITO No 67-62,900160308,6606401,Instituciones - IPS,Juridica,Privada,6606401,previtest@gmail.com,,
1593,1593,110012165001,1100121650,Unidad Medica Profesional de Odontologia Fontibon,Calle 18 Nº 102-39 P2,900326218,Sin Dato,Instituciones - IPS,Juridica,Privada,5459753 5459747,clinicasodontologicasumpo@yahoo.com.co,,
1595,1595,110012165701,1100121657,BIOMAB I P S SAS SIGLA BIOMAB I P S,CALLE 48 N°13-86,900374337,103,Instituciones - IPS,Juridica,Privada,7447440,administrativa@biomab.co,,
1599,1599,110012167601,1100121676,hair doctors & hair health S.A.S,calle 108 # 17 a 68,900358077,6125879,Instituciones - IPS,Juridica,Privada,4779152,drcamacho@hairdoctors.com.co,,
1601,1601,110012168701,1100121687,simedics ips sas,Cra 25 # 72-39,900387277,Sin Dato,Instituciones - IPS,Juridica,Privada,3112633409 - 2149371,simedics@gmail.com,,
1606,1606,110012174501,1100121745,EVALUA SALUD OCUPACIONAL,Cra 45A N 93-15,900380150,8012047,Instituciones - IPS,Juridica,Privada,8012047 CEL: 3174389390,gerencia@evaluasalud.com,,
1610,1610,110012175801,1100121758,DENTAL BANK DE COLOMBIA SAS,CRA 22 No 45B-38 CS 601-602,900374745,Sin Dato,Instituciones - IPS,Juridica,Privada,8013655,dentalbancolombia@hotmail.com,,
1612,1612,110012176101,1100121761,HOSPITAL EN CASA OFICINA BOGOTA,Kra. 28 B N° 78-41,805006389,Sin Dato,Instituciones - IPS,Juridica,Privada,3199555 EXT 11160 - 11161,alvaro_hernandez@hospitalencasa.com.co,,
1616,1616,110010994109,1100109941,FRESENIUS MEDICAL CARE SEDE FME PREVER CALLE 76 BOGOTA,CL 76 Nro 16a-24/28,830007355,091 5873535,Instituciones - IPS,Juridica,Privada,091 5873535,carlos.ramirez@fmc-ag.com,,
1619,1619,110012183201,1100121832,SIES SALUD BOGOTÁ,Carrera 47 # 93 -42,900123436,Sin Dato,Instituciones - IPS,Juridica,Privada,7451415,contactenos@sies.com.co,,
1621,1621,110010426107,1100104261,ATENCION PRIORITARIA CLINICA COLOMBIA,CL 23 # 66-46 IN 4 CS 516-405 Y 520,830017652,216 90 11,Instituciones - IPS,Juridica,Privada,221 71 47,iecood@yahoo.com,,
1622,1622,110011769919,1100117699,CLINICA DE IMPLANTES DENTALES ODONTOFAMILY FONTIBON,CALLE 17 A N. 99 25,900160430,4214711,Instituciones - IPS,Juridica,Privada,4214711,direccionadministrativa@clinicasodontofamily.com,,
1626,1626,110011908602,1100119086,VIVA 1A DIAGNOSTICO,Cra 49C No. 93-22,900219120,Sin Dato,Instituciones - IPS,Juridica,Privada,7430467-7430468-7430471,csantos@grupo1a.com.co,,
1633,1633,110010961203,1100109612,CENTRO DE ESPECIALIDADES MEDICO QUIRURGICAS,Calle 91 # 47-36,830103663,Sin Dato,Instituciones - IPS,Juridica,Privada,7043350,calidad@clinicacemeq.com.co,,
1635,1635,110012198602,1100121986,SHALOM SISTEMAS ADELGAZANTES,CALLE 8 No. 76-48 PS 2,900406395,Sin Dato,Instituciones - IPS,Juridica,Privada,4120857,alpecastro@hotmail.com,,
1640,1640,110012209101,1100122091,soluciones diagnosticas 3d,calle 23 b n 68 c 40 local 4,900228798,2951288,Instituciones - IPS,Juridica,Privada,2951288,claopinzon@hotmail.com,,
1643,1643,110012202701,1100122027,critical care s.a.s.,carrera 65 b numero 74a 24,900390681,Sin Dato,Instituciones - IPS,Juridica,Privada,2313699 - 307506171,drquesada78@gmail.com,,
1644,1644,110012204101,1100122041,CLINICAS ODONTOLOGICAS SOS ESTETICA SAS,CR 77 BIS Nº 63 27,900416826,Sin Dato,Instituciones - IPS,Juridica,Privada,7505118,SOSNIDIATO@HOTMAIL.COM,,
1645,1645,110010621307,1100106213,ENFASO PROCEDIMIENTOS CLÍNICA COLOMBIA 822,CALLE 22B No 66-46 CONS 822,800154867,6276874,Instituciones - IPS,Juridica,Privada,2202700 EXT 7822 - 5701446,enfaso@gmail.com,,
1646,1646,110012204501,1100122045,ORGANIZACION PROYECTO PEDAGOGICO RENACER SAS,KR 80 # 71 14 PISO 2,900406992,2525660,Instituciones - IPS,Juridica,Privada,2525660 - 3105846861,prorenacer@Gmail.com,,
1648,1648,110010965201,1100109652,ESPECIALISTAS EN SALUD MENTAL IPS,KR 49B No. 102A 41,830041883,3203589,Instituciones - IPS,Juridica,Privada,3203589 - 3174380435,funsabiam@hotmail.com,,
1649,1649,110012205201,1100122052,CLINICA DENTAL NETWORK S.A.S,CALLE 103 No. 14a-10,900265316,6210540,Instituciones - IPS,Juridica,Privada,6210533,info@dentalnetwork.com.co,,
1651,1651,110012207201,1100122072,INSTITUTO DE NEUROCIENCIAS APLICADAS INEA IPS,Calle 108 No. 14 -22,900377008,2141347,Instituciones - IPS,Juridica,Privada,6007852 6007780,institutodeneurociencias@gmail.com,,
1652,1652,110012208001,1100122080,GRUPO EMPRESARIAL SALUD POSITIVA S.A.S.,CR 22 # 83 -30,900420664,Sin Dato,Instituciones - IPS,Juridica,Privada,5338998 - 5339123 - 3174381675,autorizaciones@gruposaludpositiva.com,,
1655,1655,110010917814,1100109178,CHAPINERO CPO,Avenida Caracas No. 49-83 Primer Piso Consultorio 113,800149453,Sin Dato,Instituciones - IPS,Juridica,Privada,3612888,dir_soniacz@cpo.com.co,,
1656,1656,110012213901,1100122139,IPS HOSPITAL ORTOPEDICO SAS,AC 57 # 26 12,900412444,4842188,Instituciones - IPS,Juridica,Privada,3154639522,directora.operativa@hortopedico.com,,
1657,1657,110010571112,1100105711,UBA LOURDES COLCAN,AC 63 No.9A-45 CS1A y 1B,800066001,744 75 55 ext. 2325/2329,Instituciones - IPS,Juridica,Privada,745 18 88,info@laboratoriocolcan.com,,
1662,1662,110012216201,1100122162,Somnomédica Clinica Especializada en Medicina del Sueño SAS,Carrera 49A No. 93-79,900425336,Sin Dato,Instituciones - IPS,Juridica,Privada,8063361,dianapatriciaguevara@gmail.com,,
1665,1665,110012220001,1100122200,RESPIRAR SALUD SAS,CR 70C NO. 80-48 LOCAL 1,900063077,Sin Dato,Instituciones - IPS,Juridica,Privada,3173623094,gustavomc777@hotmail.com,,
1668,1668,110012225001,1100122250,ESALUD OCUPACIONAL S.A.S.,CARRERA 48 No. 95 - 87,900392930,533 11 80,Instituciones - IPS,Juridica,Privada,533 11 80,jcperezl@esaludocupacional.com,,
1669,1669,110011507013,1100115070,OFTALMOHELP APOYO DIAGNOSTICO OFTALMOLOGICO SEDE 2,CARRERA 50 N° 96 - 47,900033752,Sin Dato,Instituciones - IPS,Juridica,Privada,2570871-2573977,calidadoftalmohelp@univerplus.com,,
1670,1670,110012225301,1100122253,UNIDAD DE ESTUDIO Y TRATAMIENTO INTEGRAL DE LAS EPILEPSIAS UNIEPILEPSIAS SAS,KR 19 # 84 -17 consultorio 301 - 304,900422094,Sin Dato,Instituciones - IPS,Juridica,Privada,6166481,uniepilepsia@gmail.com,,
1674,1674,110012227201,1100122272,CLINICA DE ODONTOLOGIA BIESTETICA ROTH WILLIAMS COLOMBIA S.A.S,CRA.22 NO 84-31,900394390,Sin Dato,Instituciones - IPS,Juridica,Privada,4832054,claucasa2001@yahoo.es,,
1677,1677,110012228001,1100122280,Advance Odontologìa,Avenida 19 No.102 - 31 local 2-1,900167472,4674620,Instituciones - IPS,Juridica,Privada,4674620 -4674621,satuple4@hotmail.com,,
1678,1678,110012227901,1100122279,UNIDAD DERMATOLOGICA SAS,CALLE 23 No. 66-46 CONSULTORIO 1207,900202748,Sin Dato,Instituciones - IPS,Juridica,Privada,5713345,gloriamontoya89@hotmail.com,,
1679,1679,110012228701,1100122287,INTERVENIR SALUD OCUPACIONAL S.A.S.,KR 49 # 95 - 34,900143900,Sin Dato,Instituciones - IPS,Juridica,Privada,2567574-2360408,"xsaavedra@intervenirsalud.com,usuarios@intervenirsalud.com,luisarmandoprieto@gmail.com",,
1681,1681,110010405205,1100104052,RX COUNTRY SEDE MARLY,CALLE 47 # 13 33 OF 105,800121035,2320651,Instituciones - IPS,Juridica,Privada,2451544,beatrizhmejia@hotmail.com,,
1686,1686,110012233701,1100122337,GOMEZ ASOCIADOS SALUD OCUPACIONAL SAS,CALLE 95 No 45 A - 18,900388069,2572811,Instituciones - IPS,Juridica,Privada,2572811 - 2572815. EXT 104,gomezasociadosltda@gmail.com - gomezasociados.dtc@gmail.com,,
