RAZON SOCIAL;SEDE;DIRECCIÓN;IPSTELEFON;CORREO;TIPO DE IPS
Centro De Desarrollo Psicoterapeutico Crecer - Serna Jurado Ingrid Carolina;Centro De Desarrollo Psicoterapeutico Crecer - Serna Jurado Ingrid Carolina;CL 51 # 67 12;4829424;;Privada
Centro De Desarrollo Psicoterapeutico Crecer Eu;Centro De Desarrollo Psicoterapeutico Crecer Eu;KR 70 C # 53 73;2632013;crecer@colombia.com;Privada
Centro De Diagnóstico De Otorrinolaringologia Y Audiologia S.A-Diagnosti Care Orl S.A;Centro De Diagnóstico De Otorrinolaringologia Y Audiologia S.A-Diagnosti Care Orl S.A;AV 9 # 116 20 CS 207;6122342;;Privada
Centro De Diagnóstico Dermatologico S.A;Centro De Diagnóstico Dermatologico S.A;AV 9 # 116 20 CS 416;6378325;;Privada
Centro De Diagnóstico En Citopatologia Ltda;Centro De Diagnóstico En Citopatologia Ltda;CL 102 A # 45 46;2564281;cendipat@yahoo.es;Privada
Centro De Diagnóstico Y De Cirug-A Ambulatoria Usanar Ltda Sigla Cdq - Usanar;Centro De Diagnóstico Y De Cirug-A Ambulatoria Usanar Ltda;CR 7 C # 123 65;6292946;ivanuribe@usanar.com;Privada
Centro De Diagnóstico Y Tratamiento Cendiatra Limitada;Cendiatra Norte;AK 20 # 83 29;8051875;cendiatra@etb.net.co;Privada
Centro De Diagnóstico Y Tratamiento Cendiatra Limitada;Cendiatra Occidente;AK 68 # 17 82;4470068;cendiatra@etb.net.co;Privada
Centro De Diagnóstico Y Tratamiento Cendiatra Limitada;Cendiatra Occidente 2;KR 68 # 17 96;4471401;cendiatra@cendiatra.com.co;Privada
Centro De Diagnóstico Y Tratamiento Cendiatra Limitada;Cendiatra Sur;TV 35 # 32 B 42 SUR;4585819;cendiatra@cendiatra.com.co;Privada
Centro De Diagnóstico Y Tratamiento Cendiatra Limitada;Centro De Diagnóstico Y Tratamiento Cendiatra Limitada;CL 19 # 3 50 PI 12 CS 1202 Y 1203;2826817;cendiatria@etb.net.co;Privada
Centro De Endocrinologia Pediatrica Y Del Adolescente S.A.S Sigla Cenpa S.A.S.;Centro De Endocrinologia Pediatrica Y Del Adolescente S.A.S Sigla Cenpa S.A.S.;CL 97 # 10 39 CS 207;6347282;cen.pa@hotmail.com;Privada
Centro De Endocrinologia Y Enfermedades Metabolicas Ltda;Centro De Endocrinologia Y Enfermedades Metabolicas;KR 23 # 45 C 31 CS 315;2875686;centroem@etb.net.co;Privada
Centro De Endocrinologia Y Enfermedades Metabolicas Ltda;Centro De Endocrinologia Y Enfermedades Metabolicas Ltda;KR 16 # 84 A 09 CS 712;6228762;centroem@etb.net.co;Privada
Centro De Endocrinología Y Enfermedades Metabólicas Ltda.;Centro De Endocrinología Y Enfermedades Metabólicas Ltda.;CL 27 SUR # 15 A 33;6217552;centroem@etb.net.com;Privada
Centro De Enfermedades Digestivas SAS;Gutmedica Almirante;KR 16 # 84 A 09 CS 311;6217603;abonilla@gutmedica.com;Privada
Centro De Enfermedades Digestivas SAS;Gutmedica Dali;CL 97 # 23 37 CS 315;6217293;abonilla@gutmedica.com;Privada
Centro De Enfermedades Neoplasicas S A S;Centro De Enfermedades Neoplasicas S A S;KR 16 A # 82 46 CS 403 Y 505;2960513;torresradiotera@yahoo.comt;Privada
Centro De Especialidades Medicas De Diagnóstico Integral S.A.S;Centro De Especialidades Medicas De Diagnóstico Integral S.A.S;AV CARACAS # 39 49-53;4674867;calidad@centroespecialidades.com;Privada
Centro De Especialidades Medico Quirurgicas Ltda;Centro De Especialidades Medico Quirurgicas;KR 61 # 100 78;6139952;cemeqbogota@gmail.com;Privada
Centro De Especialidades Medico Quirurgicas Ltda;Centro De Especialidades Medico Quirurgicas;AV SUBA # 115 58 TO A CS 202;6090088;cemeqbogota@gmail.com;Privada
Centro De Especialidades Medico Quirurgicas Ltda;Centro De Especialidades Medico Quirurgicas Ltda;CL 45 A # 27 20;6090088;cemeqbogota@gmail.com;Privada
Centro De Especialistas Diagnóstico Y Tratamiento Cedit Ltda.;Cedit Ltda.;CL 40 SUR # 73 D 12;4505560;luisamejiacedit@yahoo.es;Privada
Centro De Estetica Dental Avanzada Edda Ltda;Centro De Estetica Dental Avanzada Edda Ltda;KR 16 # 82 74 CS 605;6919381;dianamadocamacho@hotmail.com;Privada
Centro De Estetica Martha Carvajal E.U.;Centro De Estetica Martha Carvajal E.U.;CL 145 # 26 42;6158152;;Privada
Centro De Estetica Perfect Body Ltda;Centro De Estetica Perfect Body Ltda;AV LA ESPERANZA # 74 35;4108210;jenny042@hotmail.com;Privada
Centro De EvaluaciÙn DiagnÙstica Y RehabilitaciÙn Neurocognitiva S.A.S. Sigla Ceren S.A.S.;Centro De EvaluaciÙn DiagnÙstica Y RehabilitaciÙn Neurocognitiva S.A.S. Sigla Ceren S.A.S.;KR 28 # 45A - 21;3177006944;caroguzman_ps@yahoo.com;Privada
Centro De Excelencia Para El Manejo De La Diabetes S.A. Cemdi S.A.;Central De Especialistas De Cemdi S A;AV CARACAS # 39 49;7008645;gerencia@cemdi.net.co;Privada
Centro De Excelencia Para El Manejo De La Diabetes S.A. Cemdi S.A.;Centro De Excelencia Para El Manejo De La Diabetes S.A. Cemdi S.A.;AK 45 # 118 79;6299524;cemdisa@hotmail.com;Privada
Centro De Expertos Para La Atención Integral IPS SAS Sigla Cepain IPS SAS;Centro De Expertos Para La Atención Integral IPS SAS Sigla Cepain IPS SAS;AK 9 # 103 A 36 OF 304 CS 3  7;3162373691;cepainips@hotmail.com;Privada
Centro De Fisioterapia Y Rehabilitacion Integral Elim S.A.S;Centro De Fisioterapia Y Rehabilitacion Integral Elim S.A.S;KR 73 A # 74 A 08;2519529;fisioterapiaintegral2010@hotmail.com;Privada
Centro De Gastroenterologia Y Endoscopia Limitada;Centro De Gastroenterologia Y Endoscopia Limitada;KR 39 # 25 15 CS 601-602;2444424;caarmuro@hotmail.com;Privada
Centro De Imagen Y Diseño Dental Ltda;Centro De Imagen Y Diseño Dental Ltda;AC 127 # 7 B 60;6143600;jupy97@yahoo.com;Privada
Centro De Imagenes Diagnosticas Cid Baby Eu;Centro De Imagenes Diagnosticas Cid Baby Eu;CL 93 # 46 44;5339074;areatiga@hotmail.com;Privada
Centro De Investigación Y Control De Enfermedades Crónicas Y De Alto Costo S.A.S - Cic Alto Costo S.A.S;Centro De Investigación Y Control De Enfermedades Crónicas Y De Alto Costo S.A.S - Cic Alto Costo S.A.S;AC 6 # 70 A 21;4201904;margaraporras@yahoo.com;Privada
Centro De Investigacion Y Atención Para La Salud Mental S A Cesame S A;Centro De Investigacion Y Atención Para La Salud Mental S A Cesame S A;CL 103 A # 21 49;7579459;cesame2007@gmail.com;Privada
Centro De Investigacion Y Evaluacion Psicologica Educativa Ciepse E.U.;Centro De Investigacion Y Evaluacion Psicologica Educativa Ciepse E.U.;CL 45 A # 20 96 CS 701;2877588;info@ciepse.com;Privada
Centro De Investigaciones Del Sistema Nervioso Ltda- Grupo Cisne Ltda;Centro De Investigaciones Del Sistema Nervioso Ltda- Grupo Cisne Ltda;KR 69 # 170 40-70;6095891;cisne@scientist.com;Privada
Centro De Investigaciones Del Sistema Nervioso Ltda- Grupo Cisne Ltda;Prosaludmental Cisne 2;KR 68 # 170 20;6705933;protastornomentalsevero@gmail.com;Privada
Centro De Investigaciones En Epilepsia Ltda;Centro De Investigaciones En Epilepsia;AK 9 # 103 A 36 CS 304 1;6290900;juanverpal@gmail.com;Privada
Centro De Investigaciones En Epilepsia Ltda.;Centro De Investigaciones En Epilepsia;TV 74 F # 40 B 54 SUR CS 610;4480700;cirugiaepilepsy@cable.net.co;Privada
Centro De Medicina Biologica Y Farmacia Homeopatica Alexander Mora Eu;Centro De Medicina Biologica Y Farmacia Homeopatica Alexander Mora Eu;CL 55 # 70 C 29;4104840;caro301004@hotmail.com;Privada
Centro De Neuropsicologia Y Psicopedagogia Aplicada IPS Ltda Cenpa IPS Ltda;Centro De Neuropsicologia Y Psicopedagogia Aplicada IPS Ltda;KR 23 # 87 14;5334928;cenpaipsltda@gmail.com;Privada
Centro De Nutricion Y Estetica Beatriz Arregoces SAS;Centro De Nutricion Y Estetica Beatriz Arregoces SAS;CL 134 # 7 83 TO 2 PI 3 CS 233;6141194;beatrizarregoces@hotmail.com;Privada
Centro De Nutricion Y Estetica Beatriz Arregoces SAS;Centro De Nutricion Y Estetica Beatriz Arregoces SAS;CL 134 # 7 B 83 CS 903;5221235;beatrizarregoces@hotmail.com;Privada
Centro De Ortopedia Y Fracturas Clínica De La Rodilla Ltda - Cofro Ltda;Clínica De La Rodilla;KR 16 # 82 29 CS 203;6164202-6164679;clirodilla@hotmail.com;Privada
Centro De Ortopedia Y Traumatologia;Centro De Ortopedia Y Traumatologia;AV 15 # 124 31;6124836;;Privada
Centro De Psicologia Y Aprendizaje Integral Cempai Ltda;Centro De Psicologia Y Aprendizaje Integral Cempai Ltda;CL 144 # 23 06;5204786;cempai@hotmail.com;Privada
Centro De Reconocimiento De Bogota Limitada Siglas Certibogota Ltda;Centro De Reconocimiento De Bogota Limitada Siglas Certibogota Ltda;CL 80 # 70 F 65 PI 2;3017553711;ipscertibogota@hotmail.com;Privada
Centro De Reconocimiento De Conductores Atento IPS Ltda;Centro De Reconocimiento De Conductores Atento IPS Ltda;TV 60 # 124 20 LC 6 Y 9;6176139;|ipsatento@yahoo.es;Privada
Centro De Reconocimiento De Conductores IPS Via Servimeg S.A.S.;Centro De Reconocimiento De Conductores IPS Via Servimeg S.A.S.;DG 63 F # 88 40;2918458;crcviaservimeg@yahoo.com;Privada
Centro De Reconocimiento De Conductores La Terminal SAS Sigla Crc La Terminal SAS;Centro De Reconocimiento De Conductores La Terminal SAS;CL 22 C # 68 F 37 LC 124 MD 5;3002859;crclaterminal@hotmail.com;Privada
Centro De Reconocimiento De Conductores Medicsalud S.A.S.;Crc Medicsalud S.A.S;AC 26 SUR # 69 A 31 PISO 2;8064656;medicsalucrc@gmail.com;Privada
Centro De Reconocimiento De Conductores Sobre Ruedas Ltda.;Centro De Reconocimiento De Conductores Sobre Ruedas Paloquemao;CL 17 BIS # 28 A - 08 PI 2;2606497;crcsobreruedas@hotmail.com;Privada
Centro De Reconocimiento De Conductores Soceda Ltda. Crc Soceda Ltda.;Crc 012 Colsubsidio;CL 27 A # 25 09;2451918;;Privada
Centro De Reconocimiento De Conductores Su Pase IPS Ltda;Centro De Reconocimiento De Conductores Su Pase IPS Ltda 7 De Agosto;CL 68 # 23 11;2486024;supaseipsltda@hotmail.com;Privada
Centro De Reconocimiento De Conductores Su Pase IPS Ltda.;Centro De Reconocimiento De Conductores Su Pase IPS Carvajal;KR 69 B # 24 A 08 SUR;2601098;supaseipsltda@hotmail.com;Privada
Centro De Reconocimiento Del Valle Limitada Sigla Certivalle Ltda;Centro De Reconocimiento Del Valle Limitada;CL 64 G # 90 A 37;7046345;certivalleltda@hotmail.com;Privada
Centro De Reconocimiento Psicosensometrico S.A - Crps S.A.;Crps Calle 45;AV CARACAS  #  44  54 LC 201 B;2882450;crps_sa@yahoo.com;Privada
Centro De Reeconocimiento Del Conductor Certisalud SAS - Certisalud Crc SAS;Centro De Reconocimiento Del Conductor Certisalud SAS - Certisalud Crc SAS;AC 147 # 19 50 LC 18;6279607;certisaludcrcsas@gmail.com;Privada
Centro De Referencia Clínica SAS;Centro De Referencia Clínica Toma De Muestras Castilla;AC 8 # 72 A 31 PI 2 CS 1;3005258255;gerencia@centrodereferenciaclinica.com;Privada
Centro De Referencia Clínica SAS;Centro De Referencia Clínica Toma De Muestras Meissen;KR 18 A BIS # 60 G 84 SUR PI 1;3005258255;gerencia@centrodereferenciaclinica.com;Privada
Centro De Refrencia En Infertilidad Y Autoinmunidad Ceria;Centro De Refrencia En Infertilidad Y Autoinmunidad Ceria;CL 127 # 28 75;5205015;;Privada
Centro De Rehabilitación Física Santo Domingo;Centro De Rehabilitación Física Santo Domingo;KR 73 # 36 A 06 SUR;4508340-5630751;;Privada
Centro De Rehabilitación Integral Y Profesional Eu Cerinpro Eu;Centro De Rehabilitación Integral Y Profesional Eu;AC 3 # 51 A 02;4947237;cerinpro@hotmail.com;Privada
Centro De Rehabilitación Para Adultos Ciegos Crac;Centro De Rehabilitación Para Adultos Ciegos Crac;AC 8 SUR # 31 A 31;7209040;centrod2@latini.net.co;Privada
Centro De Rehabilitacion En Fisioterapia SAS;Centro De Rehabilitacion En Fisioterapia;KR 16 A # 50 51;6033477;crfcentrodefiosterapia@hotmail.com;Privada
Centro De Rehabilitacion Nuevos Pasos SAS;Centro De Rehabilitacion Nuevos Pasos SAS;KR 49 # 102 A 26;7039155;c3gsas@gmail.com;Privada
Centro De Rehabilitacion Para Niños Con Labio Y Paladar Fisurado - Fisulab;Centro De Rehabilitacion Para Niños Con Labio Y Paladar Fisurado - Fisulab;CL 120 # 7 79;6298184;fisulab@etb.net.co;Privada
Centro De Rehabilitacion Y Estetica Oral Eu - Creo Eu;Centro De Rehabilitacion Y Estetica Oral Eu - Creo Eu;KR 28 A # 53 14 PI 4;2493888;;Privada
Centro De Rehabilitacion Y Estetica Oral Eu - Creo Eu;Creo;CL 57 # 21 26;4798872;creoclinica@hotmail.com;Privada
Centro De Salud Cirugia Estetica Ambulatoria - Clínica De Charry Ltda;Centro De Salud Cirugia Estetica Ambulatoria;KR 48 # 122 28;2138331;naso_val@hotmail.com;Privada
Centro De Salud Cirugia Estetica Ambulatoria- Liquidada Rad.52625-11.05.2006 Cpmb;Centro De Salud Cirugia Estetica Ambulatoria- Liquidada Rad.52625-11.05.2006 Cpmb;TV 34 # 122 28;2138331;;Privada
Centro De Tecnologia Oftalmica SAS Y Podra Utilizar La Sigla Cto SAS;Centro De Tecnologia Oftalmica SAS Sede Country;KR 16 # 84 A 09 PI 2;6107799;centrodetecnologia@ctoltda.com;Privada
Centro De Terapia Ocupacional Ltda;Centro De Terapia Ocupacional Ltda;KR 47 A # 95 67;6109412;;Privada
Centro De Terapias Ocufilen Ltda.;Centro De Terapias Ocufilen Ltda.;AC 39 # 8 65 CS 106;2698826;ocufilen@hotmail.com;Privada
"Centro De Vacunacion ""Vaccine""";"Centro De Vacunacion ""Vaccine""";AV 15 # 124 03 CS C 01;2135930;;Privada
Centro De Videoendoscopia Y Enfermedades Digestivas Ltda;Centro De Videoendoscopia Y Enfermedades Digestivas Ltda;KR 8 # 49 25 CS 806;2858153;;Privada
Centro Ecográfico C . G .R .;Centro Ecográfico C . G .R .;KR 15 # 33 A 21 LC 102;2456047;centroecografico.cgr@hotmail.com;Privada
Centro Ecográfico C . G .R .;Consultorio Medico Familiar;KR 15 # 33 50;2454339;centroecografico.cgr@hotmail.com;Privada
Centro Electro Auditivo Nacional Al Servicio De La Rehabilitación SAS Sigla Cean SAS;Clínica Auditiva Escucha Oticon;KR 7 # 41 21 AP 202;3400133;ceansa@etb.net.co;Privada
Centro Electro Auditivo Nacional Al Servicio De La Rehabilitacion SAS Sigla Cean SAS;Centro Electro Auditivo Nacional Al Servicio De La Rehabilitacion Ltda;AC 116 # 16 78 PI 2 LC 3 B;6020593;ceansa@etb.net.co;Privada
Centro Especializado De Asesoramiento En Terapias Programas De Prevención Salud Ocupacional Y Consul;Sociedad Centro Especializado De Asesoramiento En Terapias Ceat Ltda IPS;TV 41 A # 45 A 43;2214101;ceatltda@supercabletv.net.co;Privada
Centro Especializado De Imagenes Diagnosticas SAS;Centro Especializado De Imagenes Diagnosticas SAS;KR 70 C # 101 30;5330011;contactenos.cedi@gmail.com;Privada
Centro Especializado En Neurodesarrollo Terapias Integrales Y Re-HabilitaciÙn S.A.S Sigla Ceentir S.A.S;Centro Especializado En Neurodesarrollo Terapias Integrales Y Re-HabilitaciÙn S.A.S Sigla Ceentir S.A.S;KR 17 # 146 03;3003255833;ceentir@gmail.com;Privada
Centro Estetica Funcional Vital Ltda;Centro Estetica Funcional Vital Ltda;KR 13 # 92 57 OF 206;6161545;gerencia@vital.com.co;Privada
Centro Estetica Funcional Vital Ltda;Centro Estetica Funcional Vital Ltda;KR 13 # 92 57 OF 206;6162118;gerencia@vital.com.co;Privada
Centro Excelencia De Cuidados En Salud Esencial Institución Prestadora De Servicios De Salud S.A.S;Esencial IPS;CL 42 # 13 A 11;7022855;esencial.ips@hotmail.com;Privada
Centro Fisioterapéutico Integral En Salud SAS Con Sigla Cenfisalud SAS;Centro Fisioterapéutico Integral En Salud SAS Con Sigla Cenfisalud SAS;KR 70 A BIS # 1 22;4207853;rubyfisioc@hotmail.com;Privada
Centro Homeopatico S. Hahnemann Eu IPS;Centro Homeopatico S. Hahnemann Eu IPS;KR 7 A # 123 60;2135464-5227574;carlossantosbohorquez@yahoo.com;Privada
Centro Iberoamericano De Medicina Alternativa Biomedic SAS;Centro Iberoamericano De Medicina Alternativa Biomedic SAS;CL 26 SUR # 6 17 CS 201;3114404116;sann40@hotmail.com;Privada
Centro Iberoamericano De Medicina Alternativa Ltda;Centro Iberoamericano De Medicina Alternativa Ltda;CL 116 # 70 G 74;2712969;i.cima@yahoo.com;Privada
Centro Industrial Agropecuario San Gregorio;Centro Industrial Agropecuario San Gregorio;KR 16 A # 48 84;3232175;sangregoriocota@starmedia.com;Privada
Centro Integral De Atención En Salud Mental Ltda;Centro Integral De Atención En Salud Mental Ltda;KR 49 # 102 A 06;2563890;ncpiclinica2007@yahoo.com;Privada
Centro Integral De Experiencias Para El Desarrollo Y El ?xito Semilla De Amor Eu;Centro Integral De Experiencias Para El Desarrollo Y El ?xito Semilla De Amor Eu;KR 68 C # 2 04 SUR PI 2;2614654;csemillasdeamor@gmail.com;Privada
Centro Integral De Fisioterapia Cif Eu;Centro Integral De Fisioterapia Cif Eu;CL 36 SUR # 74 30;2328584;cifdunia@hotmail.com;Privada
Centro Integral De Fisioterapia Cif Eu;Centro Integral De Fisioterapia Cif Eu;CL 79 # 18 34 CS 108 CUBICULO;6364983;cifdunia@hotmail.com;Privada
Centro Integral De Rehabilitacion De Colombia-Cirec;Centro Integral De Rehabilitacion De Colombia-Cirec;KR 54 # 65 25;3113584;fcirec@colonsat.net.co;Privada
Centro Integral De Reumatologia E Inmunologia SAS Cirei SAS;Centro Integral De Reumatologia E Inmunologia SAS Cirei SAS;KR 12 # 97 44;2327565;cireisas@yahoo.com;Privada
Centro Integral En Medicina Ocupacional Y Laboral SAS Sigla Cimol SAS;Cimol;CL 98 # 15 17 CS 204;6348894;mol.asesorias@gmail.com;Privada
Centro Integral Para Manejo Del Dolor Cindolor SAS;Cindolor 403;KR 16 # 82 29 CS 403;2960540;centrocindolor@gmail.com;Privada
Centro Integral Terapéutico De Mano Citma SAS;Centro Integral Terapéutico De Mano Citma;KR 70 A # 5 B 61;7503316;citmaeu@gmail.com;Privada
Centro Internacional De Cirugia Plastica;Centro Internacional De Cirugia Plastica;CL 116 # 19 45;2157848;;Privada
Centro Internacional De Cirugia Plastica S.A.S.;Centro Internacional De Cirugia Plastica S.A.S.;AC 116 # 16 45;2157848;javiercarranza2@hotmail.com;Privada
Centro Internacional De Medicinas Alternativas Van Uden IPS;Centro Internacional De Medicinas Alternativas Van Uden IPS;AV SUBA # 100 33;5333800;cimaips@gmail.com;Privada
Centro Internacional De Medicinas Complementarias Los Andes;Centro Internacional De Medicinas Complementarias Los Andes;DG 63 # 21 52;2489115;aurelio286avs@hotmail.com;Privada
Centro Internacional Integral De Restauración  Ciir;Centro Internacional Integral De Restauración Ciir;KR 27 A # 4 A 41;5996537;asociir@hotmail.com;Privada
Centro Laser De Enfermedades Venosas SAS;Centro Laser De Enfermedades Venosas SAS;CL 92 # 15 16 CS 201;6185664;laser.venoso@yahoo.com.co;Privada
Centro Medico 54 Y Cia Ltda;Centro Medico 54 Y Cia Ltda;KR 13 # 49 15 OF 201;2876649;centromedico54@yahoo.com;Privada
Centro Medico Alternativo Cervimed Ltda.;Centro Medico Alternativo Cervimed Ltda.;KR 18 # 33 37;3133864022;marilinda41@hotmail.com;Privada
Centro Medico Arizalud SAS;Arizalud;CL 59 C SUR # 87 F 19;7840321;arizalud@hotmail.com;Privada
Centro Medico Clínico Orienta Familiar;Centro Medico Clínico Orienta Familiar;AV CARACAS # 33 A 55;36271648;;Privada
Centro Medico Curare SAS;Centro Medico Curare SAS;CL 23 # 4 A 36;2837334;centromedicocurare@hotmail.com;Privada
Centro Medico De Adelgazamiento Venus;Vital Gym & Spa;KR 18 # 93 B 32;6169067;y.mil.et@hotmail.com;Privada
Centro Medico De Alta Excelencia Especialistas Asociados SAS;Centro Medico De Alta Excelencia Especialistas Asociados SAS;CL 27 SUR # 17 02;3726395;centro.medico.esp.asociados@hotmail.es;Privada
Centro Medico De Diagnóstico Especializado La 34 E.U;Centro Medico De Diagnóstico Especializado La 34 E.U;CL 34 # 14 33;3202045;cetovar@etb.net.co;Privada
Centro Medico De Diagnóstico Especializado La 34-Bahamon Tovar Adriana;Centro Medico De Diagnóstico Especializado La 34-Bahamon Tovar Adriana;CL 34 # 14 33;3202045;;Privada
Centro Medico Deportivo Capf People Training Ltda.;Centro Medico Deportivo  Capf People Training Ltda.;CL 19 # 6 39 PI 4;2437534;expreso733@hotmail.com;Privada
Centro Medico Deportivo De Acondicionamiento Fisico Athletic Gym;Centro Medico Deportivo Athletic Normandia;AV BOYACA # 49 43;6215815;normandia@athleticcmd.com;Privada
Centro Medico Deportivo De Acondicionamiento Fisico Athletic Gym;Centro Medico Deportivo-Athletic Unicentro Occidente;KR 111 C # 76 84 LC 282;4408200;;Privada
Centro Medico Deportivo De Acondicionamiento Físico Athletic Gym;Centro Medico Deportivo De Acondicionamiento Físico Athletic Gym;CL 12 SUR # 31 33;7204391;;Privada
Centro Medico Deportivo Met Ltda;Centro Medico Deportivo Met Ltda;AK 45 # 101 17;6349200;met@cable.net.co;Privada
Centro Medico Deportivo Met Ltda;Centro Medico Deportivo Met Ltda;AK 45 # 101 17;6349200;met@colombia.com;Privada
Centro Medico Deportivo Met Ltda;Centro Medico Deportivo Met Ltda;KR 45 A # 101 B 20;6347310;met@colombia.com;Privada
Centro Medico Deportivo Olimpus Gym Ltda;Centro Medico Deportivo Olimpus Gym Ltda;CL 79 # 89 A 40 PI 3;4909090-4917086;juancarlosocampo@yahoo.com;Privada
Centro Medico Deportivo Spinning Center Rosales Limitada;Centro Medico Deportivo Spinning Center Rosales Ltda;CL 69 # 5 05;7431480;directorsalud@spinningcentergym.com;Privada
