,nom_sede_ips,nit_ips,naturaleza,nivel_atencion,grupo_capacidad,descripcion_capacidad,capacidad
7914,RTSSUCURSAL TUNJA,805011262,Privada,,SALAS,Procedimientos,1.0
7916,OPTISALUD CIRUGIA,800119574,Privada,,SALAS,Quirófano,1.0
7919,UNIDAD MEDICA ONCOLOGICA S.A.S,900353107,Privada,,SALAS,Procedimientos,1.0
7923,IPS ESIMED TUNJA,800215908,Privada,,SALAS,Partos,1.0
7924,IPS ESIMED TUNJA,800215908,Privada,,SALAS,Procedimientos,1.0
7928,Clínicos Programas de Atención Integral S.A.S IPS,900496641,Privada,,SALAS,Procedimientos,1.0
7929,ART MEDICA SAS TUNJA,900298928,Privada,,SALAS,Procedimientos,1.0
7971,ASOCIACION PRO-BIENESTAR DE LA FAMILIA COLOMBIANA PROFAMILIA,860013779,Privada,,SALAS,Quirófano,1.0
7989,RTS SUCURSAL CALDAS,805011262,Privada,,SALAS,Procedimientos,1.0
7991,Medicarte Agencia Manizales,900219866,Privada,,SALAS,Procedimientos,1.0
7992,CLINCA ESIMED MANIZALES,800215908,Privada,,SALAS,Quirófano,1.0
7997,UPREC UNIDAD DE PREVENCION CLINICA MANIZALES,900363673,Privada,,SALAS,Procedimientos,1.0
7998,DAVITA MANIZALES,900532504,Privada,,SALAS,Procedimientos,1.0
8000,DENTIX CRA. 23 MANIZALES,900759454,Privada,,SALAS,Procedimientos,1.0
8067,ASOCIACIÓN PRO BIENESTAR DE LA FAMILIA COLOMBIANA PROFAMILIA,860013779,Privada,,SALAS,Quirófano,1.0
8138,ESTUDIOS E INVERSIONES MEDICAS ESIMED S.A,800215908,Privada,,CAMAS,Obstetricia,1.0
8220,ASOCIACION PROBIENESTAR DE LA FAMILIA COLOMBIANA - PROFAMILIA,860013779,Privada,,SALAS,Procedimientos,1.0
8233,RTS SUCURSAL SAN JOSE POPAYAN,805011262,Privada,,SALAS,Procedimientos,1.0
8241,DIALY SER POPAYAN,900231793,Privada,,SALAS,Procedimientos,1.0
8242,CLINICA ESIMED POPAYAN,800215908,Privada,,SALAS,Procedimientos,1.0
8383,RTS SUCURSAL VALLEDUPAR SANTA RITA,805011262,Privada,,SALAS,Procedimientos,1.0
8510,RTS AGENCIA SAN DIEGO,805011262,Privada,,SALAS,Procedimientos,1.0
8539,RTS SUCURSAL MONTERIA,805011262,Privada,,SALAS,Procedimientos,1.0
8540,PROFAMILIA MONTERIA,860013779,Privada,,SALAS,Quirófano,1.0
8563,UNIDAD DE ATENCIÓN AMBULATORIA MONTERÍA,900363673,Privada,,SALAS,Procedimientos,1.0
8568,DAVITA MONTERIA,900532504,Privada,,SALAS,Procedimientos,1.0
8569,ART-MEDICA S.A.S MONTERIA,900298928,Privada,,SALAS,Procedimientos,1.0
8572,CLINICA ESIMED MONTERIA,800215908,Privada,,CAMAS,Pediátrica,1.0
8610,CAFAM CENTRO DE ATENCION EN SALUD BOJACA - (250990007809),860013570,Privada,,SALAS,Procedimientos,1.0
8615,CAFAM CENTRO DE ATENCION EN SALUD CAJICA,860013570,Privada,,SALAS,Procedimientos,1.0
8625,CENTRO MEDICO COLMEDICA SEDE CHIA-VITA,830001007,Privada,,SALAS,Procedimientos,1.0
8627,OFTALMOVER S.A.S,900545277,Privada,,SALAS,Quirófano,1.0
8628,RTS AGENCIA CLINICA CHIA,805011262,Privada,,SALAS,Procedimientos,1.0
8629,CENTRO DE ATENCION EN SALUD CAFAM CHIA,860013570,Privada,,SALAS,Procedimientos,1.0
8630,Centro Médico y de Atención Prioritaria- Fundación Santa Fe de Bogotá mas cerca Chía,860037950,Privada,,SALAS,Procedimientos,1.0
8632,CAFAM CENTRO DE ATENCION EN SALUD COTA,860013570,Privada,,SALAS,Procedimientos,1.0
8635,CENTRO DE ATENCION EN SALUD CAFAM EL ROSAL - (252600007804),860013570,Privada,,SALAS,Procedimientos,1.0
8639,Centro de Atenciòn en Salud Cafam Facatativa,860013570,Privada,,SALAS,Procedimientos,1.0
8650,BIENESTAR IPS SEDE FUSAGASUGÁ,800223206,Privada,,SALAS,Procedimientos,1.0
8656,RTS SUCURSAL GIRARDOT,805011262,Privada,,SALAS,Procedimientos,1.0
8658,NUEVA CLINICA SAN SEBASTIAN GIRARDOT,860066191,Privada,,SALAS,Procedimientos,1.0
8661,VIRREY SOLIS IPS S.A GRANADA,800003765,Privada,,SALAS,Procedimientos,1.0
8671,CLINICA ESIMED NUESTRA SEÑORA DEL ROSARIO,800215908,Privada,,SALAS,Quirófano,1.0
8673,CLINICA ESIMED LA MESA,800215908,Privada,,SALAS,Procedimientos,1.0
8680,CAFAM Centro de Atención en Salud MADRID - (254300007801),860013570,Privada,,SALAS,Procedimientos,1.0
8681,CENTRO AMBULATORIO GUSTAVO ESCALLON CAYZEDO,860037950,Privada,,SALAS,Procedimientos,1.0
8708,CAFAM CENTRO DE ATENCION EN SALUD SOACHA - (257540007803),860013570,Privada,,SALAS,Procedimientos,1.0
8710,ASISTIR SALUD SAS SOACHA LEON XIII,800216958,Privada,,SALAS,Procedimientos,1.0
8715,UNIDAD MEDICA BETA SALUD LTDA. SOACHA,830079896,Privada,,SALAS,Procedimientos,1.0
8729,Centro de Atención en Salud Cafam Tocancipá,860013570,Privada,,SALAS,Procedimientos,1.0
8750,IPS ZIPAQUIRA,830128856,Privada,,SALAS,Procedimientos,1.0
8751,MISIÓN SALUD INTERNACIONAL SAS ZIPAQUIRA,900116722,Privada,,SALAS,Procedimientos,1.0
8752,Centro de Atención en Salud Cafam Zipaquirá Centro,860013570,Privada,,SALAS,Procedimientos,1.0
8753,A&G SERVICIOS DE SALUD S.A,832001110,Privada,,SALAS,Procedimientos,1.0
8759,ESE HOSPITAL UNIVERSITARIO DE LA SAMARITANA UNIDAD FUNCIONAL ZIPAQUIRA,899999032,Pública,2.0,SALAS,Partos,1.0
8816,CAFI NEIVA,800215908,Privada,,SALAS,Procedimientos,1.0
8817,Cemex Almendros,800215908,Privada,,SALAS,Procedimientos,1.0
8818,ASOCIACION PROBIENESTAR DE LA FAMILIA COLOMBIANA - PROFAMILIA,860013779,Privada,,SALAS,Quirófano,1.0
8824,FRESENIUS MEDICAL CARE COLOMBIA S.A UNIDAD RENAL NEIVA,830007355,Privada,,SALAS,Procedimientos,1.0
8836,SIES SALUD NEIVA,900123436,Privada,,SALAS,Procedimientos,1.0
8845,INSTITUTO DE DIAGNOSTICO MEDICO SA -SEDE NEIVA CENTRO,800065396,Privada,,SALAS,Procedimientos,1.0
8927,DAVITA RIOHACHA,900532504,Privada,,SALAS,Procedimientos,1.0
9017,ASOCIACION PRO-BIENESTAR DE LA FAMILIA COLOMBIANA PROFAMILIA,860013779,Privada,,SALAS,Quirófano,1.0
9036,RTS SUCURSAL SANTA MARTA,805011262,Privada,,SALAS,Procedimientos,1.0
9054,DENTIX SANTA MARTA,900759454,Privada,,SALAS,Procedimientos,1.0
9065,CENTRAL DE URGENCIAS ACACIAS ESIMED,800215908,Privada,,SALAS,Procedimientos,1.0
9109,RTS SUCURSAL VILLAVICENCIO,805011262,Privada,,SALAS,Procedimientos,1.0
9132,DAVITA VILLAVICENCIO,900532504,Privada,,SALAS,Procedimientos,1.0
9137,Clinica Esimed Llanos,800215908,Privada,,SALAS,Partos,1.0
9142,MEDSALUD ESPECIALIZADA META,900136013,Privada,,SALAS,Procedimientos,1.0
9210,RTS SUCURSAL PASTO,805011262,Privada,,SALAS,Procedimientos,1.0
9217,ASOCIACION PRO-BIENESTAR DE LA FAMILIA COLOMBIANA PROFAMILIA,860013779,Privada,,SALAS,Quirófano,1.0
9229,RTS SUCURSAL BUCARAMANGA,805011262,Privada,,SALAS,Procedimientos,1.0
9250,DENTIX PASTO CALLE 19,900759454,Privada,,SALAS,Procedimientos,1.0
9251,hemoservices sas,900461704,Privada,,SALAS,Procedimientos,1.0
9256,ART MEDICA SAS PASTO,900298928,Privada,,SALAS,Procedimientos,1.0
9317,RTS SUCURSAL CUCUTA,805011262,Privada,,SALAS,Procedimientos,1.0
9333,CLINICA ESIMED LA SALLE,800215908,Privada,,CAMAS,Cuidado Intermedio Adulto,1.0
9341,ASOCIACION PROBIENESTAR DE LA FAMILIA COLOMBIANA - PROFAMILIA,860013779,Privada,,SALAS,Quirófano,1.0
9352,UPREC UNIDAD DE PREVENCION CLINICA CUCUTA,900363673,Privada,,SALAS,Procedimientos,1.0
9354,AREA DE SANIDAD NORTE DE SANTANDER,830041314,Pública,1.0,SALAS,Procedimientos,1.0
9357,DAVITA CUCUTA,900532504,Privada,,SALAS,Procedimientos,1.0
9365,IPS SALUD SURA CUCUTA,811007832,Privada,,SALAS,Procedimientos,1.0
9371,DIALY SER SAS CUCUTA,900231793,Privada,,SALAS,Procedimientos,1.0
9396,RTS SUCURSAL OCAÑA,805011262,Privada,,SALAS,Procedimientos,1.0
9485,RTS SUCURSAL ARMENIA,805011262,Privada,,SALAS,Procedimientos,1.0
9486,ART MEDICA SAS ARMENIA,900298928,Privada,,SALAS,Procedimientos,1.0
9487,UNIDAD INTEGRAL DE SALUD ARMENIA,900363673,Privada,,SALAS,Procedimientos,1.0
9491,MEDICARTE ARMENIA,900219866,Privada,,SALAS,Procedimientos,1.0
9495,DIALY SER S.A.S ARMENIA,900231793,Privada,,SALAS,Procedimientos,1.0
9496,CLINICA ESIMED ARMENIA,800215908,Privada,,CAMAS,Cuidado Intermedio Neonatal,1.0
9523,INSTITUTO DE DIAGNOSTICO MEDICO - IPS DOSQUEBRADAS,800065396,Privada,,SALAS,Procedimientos,1.0
9524,CENTRO DE ANTENCION FAMILIAR INTEGRAL CAFI DOSQUEBRADAS,800215908,Privada,,SALAS,Procedimientos,1.0
9528,UNIDAD DE ORIENTACIÓN Y ASISTENCIA MATERNA,860049972,Privada,,SALAS,Procedimientos,1.0
9547,Medicarte S.A,900219866,Privada,,SALAS,Procedimientos,1.0
9550,RTS SUCURSAL PEREIRA,805011262,Privada,,SALAS,Procedimientos,1.0
9552,Art medica,900298928,Privada,,SALAS,Procedimientos,1.0
9554,UNIDAD INTEGRAL EN SALUD PEREIRA,900363673,Privada,,SALAS,Procedimientos,1.0
9555,UPREC UNIDAD DE PREVENCION CLINICA PEREIRA,900363673,Privada,,SALAS,Procedimientos,1.0
9561,DIALY SER PEREIRA,900231793,Privada,,SALAS,Procedimientos,1.0
9573,SALUS GLOBAL PARTNERS SAI,900268120,Privada,,SALAS,Partos,1.0
9587,MEDICARTE BARRANCABERMEJA,900219866,Privada,,SALAS,Procedimientos,1.0
9614,CENTRO NACIONAL DE ONCOLOGIA S.A.,804013017,Privada,,SALAS,Procedimientos,1.0
9635,CLINICA ESIMED BUCARAMANGA,800215908,Privada,,CAMAS,Cuidado Intermedio Adulto,1.0
9636,CLINICA ESIMED BUCARAMANGA,800215908,Privada,,SALAS,Procedimientos,1.0
9637,CEMES CALLE 52,800215908,Privada,,SALAS,Procedimientos,1.0
9646,PROFAMILIA,860013779,Privada,,SALAS,Quirófano,1.0
9656,IPS PUNTO DE SALUD S.A. BUCARAMANGA,811007832,Privada,,SALAS,Procedimientos,1.0
9660,LINDE COLOMBIA S.A. - AGENCIA BUCARAMANGA,860005114,Privada,,CAMAS,Adultos,1.0
9673,SINERGIA SALUD ATENCION BASICA MESETA,900363673,Privada,,SALAS,Procedimientos,1.0
9677,MEDICARTE BUCARAMANGA,900219866,Privada,,SALAS,Procedimientos,1.0
9679,DAVITA BUCARAMANGA,900532504,Privada,,SALAS,Procedimientos,1.0
9680,MISION SALUD INTERNACIONAL SAS - BUCARAMANGA,900116722,Privada,,SALAS,Procedimientos,1.0
9696,Instituto del Corazon de Bucaramanga S.A. - Sede Chicamocha,804014839,Privada,,SALAS,Quirófano,1.0
9745,CLINICA ESIMED CAÑAVERAL,800215908,Privada,,CAMAS,Cuidado básico neonatal,1.0
9746,CLINICA ESIMED CAÑAVERAL,800215908,Privada,,SALAS,Procedimientos,1.0
9763,FRESENIUS MEDICAL CARE COLOMBIA S.A. UNIDAD RENAL FOSCAL,830007355,Privada,,SALAS,Procedimientos,1.0
9817,RTS SUCURSAL SAN GIL,805011262,Privada,,SALAS,Procedimientos,1.0
9928,RTS AGENCIA SINCELEJO SEDE 2,805011262,Privada,,SALAS,Procedimientos,1.0
9945,DAVITA SINCELEJO,900532504,Privada,,SALAS,Procedimientos,1.0
9946,SINERGIA SALUD ATENCIÓN BASICA FORD,900363673,Privada,,SALAS,Procedimientos,1.0
9950,CENTRAL DE ATENCION DE URGENCIAS ESIMED SINCELEJO,800215908,Privada,,SALAS,Procedimientos,1.0
10020,ASOCIACION PRO-BIENESTAR DE LA FAMILIA COLOMBIANA PROFAMILIA - (730010097701),860013779,Privada,,SALAS,Quirófano,1.0
10022,CLINICA ESIMED IBAGUE,800215908,Privada,,SALAS,Partos,1.0
10037,MEDICARTE IBAGUE,900219866,Privada,,SALAS,Procedimientos,1.0
10151,RTS - SERVICIOS DE TERAPIA RENAL DEL VALLE,805011262,Privada,,SALAS,Procedimientos,1.0
10152,RTS AGENCIA HUV,805011262,Privada,,SALAS,Procedimientos,1.0
10181,CLINICA COLSANITAS S.A SEBASTIAN DEL BELALCAZAR,800149384,Privada,,CAMAS,Cuidado Intermedio Adulto,1.0
10182,CLINICA COLSANITAS S.A SEBASTIAN DEL BELALCAZAR,800149384,Privada,,CAMAS,Cuidado básico neonatal,1.0
10183,CLINICA COLSANITAS S.A SEBASTIAN DEL BELALCAZAR,800149384,Privada,,SALAS,Partos,1.0
10184,CLINICA COLSANITAS S.A SEBASTIAN DEL BELALCAZAR,800149384,Privada,,SALAS,Procedimientos,1.0
10185,ODONTOSANITAS,800149384,Privada,,SALAS,Quirófano,1.0
10191,CAFI ESIMED CALI NORTE,800215908,Privada,,SALAS,Procedimientos,1.0
10192,Clinica Esimed Cali Norte,800215908,Privada,,SALAS,Procedimientos,1.0
10193,Clinica Esimed Cali Sur,800215908,Privada,,CAMAS,Cuidado Intermedio Adulto,1.0
10200,LINDE COLOMBIA S.A.,860005114,Privada,,CAMAS,Adultos,1.0
10206,MEDICARTE S.A.,900219866,Privada,,SALAS,Procedimientos,1.0
10217,UNIDAD INTEGRAL EN SALUD UNICENTRO CALI,900363673,Privada,,SALAS,Procedimientos,1.0
10218,SINERGIA SALUD ATENCIÓN BÁSICA TEQUENDAMA,900363673,Privada,,SALAS,Procedimientos,1.0
10219,SINERGIA SALUD ATENCIÓN BASICA SANTA CLARA,900363673,Privada,,SALAS,Procedimientos,1.0
10226,LAFAM,900407148,Privada,,SALAS,Procedimientos,1.0
10228,DAVITA CALI,900532504,Privada,,SALAS,Procedimientos,1.0
10229,DAVITA CALI NORTE,900532504,Privada,,SALAS,Procedimientos,1.0
10239,FURINKAZAN OESTE,900618930,Privada,,SALAS,Procedimientos,1.0
10240,FURINKAZAN JARDIN PLAZA,900618930,Privada,,SALAS,Procedimientos,1.0
10241,VIRREY SOLIS IPS S. A MANZANARES,800003765,Privada,,SALAS,Procedimientos,1.0
10242,VIRREY SOLIS IPS S.A. ORIENTE,800003765,Privada,,SALAS,Procedimientos,1.0
10249,INSTITUTO DE DIAGNOSTICO MEDICO SEDE CLINICA DESA,800065396,Privada,,SALAS,Procedimientos,1.0
10250,INSTITUTO DE DIAGNOSTICO MEDICO DESA SEDE LA PRIMERA,800065396,Privada,,SALAS,Procedimientos,1.0
10256,RTS SUCURSAL CARTAGO,805011262,Privada,,SALAS,Procedimientos,1.0
10282,RTS SUCURSAL BUGA,805011262,Privada,,SALAS,Procedimientos,1.0
10305,RTS SUCURSAL PALMIRA,805011262,Privada,,SALAS,Procedimientos,1.0
10306,RTS AGENCIA CLINICA PALMIRA,805011262,Privada,,SALAS,Procedimientos,1.0
10310,UNIDAD INTEGRAL EN SALUD PALMIRA,900363673,Privada,,SALAS,Procedimientos,1.0
10311,UPREC Unidad de Prevención Clínica Palmira,900363673,Privada,,SALAS,Procedimientos,1.0
10334,RTS SUCURSAL TULUA,805011262,Privada,,SALAS,Procedimientos,1.0
10337,"ASOCIACION PROBIENESTAR DE LA FAMILIA COLOMBIANA "" PROFAMILIA TULUA""",860013779,Privada,,SALAS,Quirófano,1.0
10338,UNIDAD DE SALUD OCUPACIONAL TULUA,805002036,Privada,,SALAS,Procedimientos,1.0
